length,2003_1,2003_2,2003_3,2003_4,2004_1,2004_2,2004_3,2004_4,2005_1,2005_2,2005_3,2005_4,2006_1,2006_2,2006_3,2006_4,2007_1,2007_2,2007_3,2007_4,2008_1,2008_2,2008_3,2008_4,2009_1,2009_2,2009_3,2009_4,2010_1,2010_2,2010_3,2010_4,2011_1,2011_2,2011_3,2011_4,2012_1,2012_2,2012_3,2012_4,2013_1,2013_2,2013_3,2013_4,2014_1,2014_2,2014_3,2014_4,2015_1,2015_2,2015_3,2015_4,2016_1,2016_2,2016_3,2016_4,2017_1,2017_2,2017_3,2017_4,2018_1,2018_2,2018_3,2018_4,2019_1,2019_2,2019_3,2019_4
42,,,1.07472,1.07189,1.12047,1.09857,1.07472,1.07189,,,,,,,,,,,,,,,,,,,,,,1.09857,,,,,,1.07189,1.145362635,1.145527785,1.145527785,1.145527785,1.145527785,1.144642268,1.145527785,1.145527785,,,,1.07189,1.134455873,1.13964357,1.145527785,1.145527785,1.145527785,1.111261139,1.145527785,1.145527785,1.145527785,1.126611153,1.145527785,1.145527785,,,,,1.145527785,1.145527785,1.145527785,1.145527785
43,,,1.15333,1.15029,1.20242,1.17893,1.15333,,,,,,,,,,1.20242,1.17893,,,,,,,1.224119097,1.224119097,1.224119097,1.224119097,,,,1.17967,,,,1.15029,1.224119097,1.222929643,1.186876206,1.224119097,1.224119097,1.224119097,1.224119097,1.224119097,1.224119097,1.224119097,1.224119097,1.189324637,1.224119097,1.224119097,1.224119097,1.082534133,,,,,1.224119097,1.195460574,1.224119097,1.224119097,,,,,1.224119097,1.224119097,1.224119097,1.224119097
44,,,1.23568,1.23242,1.28828,1.26311,1.23568,,,,1.23568,,,,,,,,,,,,,,,,,1.26074,,,,,,1.26311,,,1.28828,1.26311,,1.26048495,,,,,,,,1.23242,1.292988629,1.285277657,1.306108261,1.306108261,1.306108261,1.306108261,1.306108261,1.306108261,1.306108261,1.287971743,1.306108261,1.306108261,,,,,,,,
45,,,1.32186,1.31837,1.37813,1.3512,1.32186,,,,,,,,,,,,,,,,,,,,,1.34537,1.34537,,,,,1.3512,,1.31837,1.391559938,1.391559938,1.391559938,1.391559938,,1.3512,,,,,,1.31837,1.391559938,1.37694947,1.391559938,1.391559938,,,,,1.391559938,1.366735206,1.391559938,1.391559938,,,,,,,1.34537,
46,,,1.41195,1.40823,1.47206,1.44329,1.41195,,,,,,,,,,,,,,,,,,,,,1.43363,,1.44329,,,,,,1.40823,1.480538529,1.480276415,1.480538529,1.480538529,1.480538529,1.480538529,1.480538529,1.480538529,,,,1.40823,,,,,1.480538529,1.480538529,1.480538529,1.480538529,1.480538529,1.460498895,1.480538529,1.480538529,,,,,1.480538529,1.480538529,1.480538529,1.480538529
47,,,1.50605,1.50209,1.57016,1.53948,,,,,,,,,,,,,,,,,,,,,,,,1.53948,,1.50209,,,,,1.573089937,1.573108175,1.573108175,1.56615427,,,,,,,,1.50209,1.573108175,1.560665993,1.5555887,1.573108175,,,,,1.573108175,1.56180309,1.573108175,1.573108175,,,,,,,,
48,,,1.60424,1.60002,1.67253,1.63985,1.60424,,,,,,,,,,,,1.60424,,,,1.60424,,1.669332766,1.669332766,1.669332766,1.669332766,,,,1.60002,,1.63985,,,1.67253,,,1.620987574,1.669332766,1.66836391,1.669162521,1.66251461,,,,1.60002,1.669332766,1.663365866,1.669332766,1.669332766,1.669332766,1.669332766,1.666940231,1.669332766,,1.63985,,,,,,,,,,
49,,,1.70661,1.70212,1.77926,1.7445,1.70661,,,,,,,,,,,,,,,,,,1.76927595,1.76927595,1.76927595,1.76927595,,1.7445,,,,,,1.70212,1.769436962,1.76927595,1.76927595,1.768789546,1.76927595,1.76927595,1.756007969,1.76927595,,,,1.70212,1.76927595,1.752069033,1.76927595,1.76927595,,,,,1.76927595,1.750902207,1.76927595,1.76927595,,,,,,,,
50,,,1.81325,1.80847,1.89043,1.8535,1.81325,,,,,,,,,,,,1.81325,,,1.8535,,,1.873001136,1.873001136,1.873001136,1.830423441,,1.8535,,1.80847,,1.8535,,1.80847,,1.8535,,,1.873001136,1.873001136,1.872689711,1.873001136,1.873001136,1.873001136,1.873001136,1.816387236,1.873001136,1.873001136,1.873001136,1.873001136,,,,,1.873001136,1.873001136,1.873001136,1.873001136,,,,,,,,
51,,,1.92423,1.91916,2.00614,1.96694,1.92423,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96694,,1.91916,1.980571499,1.980571499,1.980571499,1.980571499,1.980571499,1.980571499,1.980424142,1.980571499,,,,1.91916,1.980571499,1.980571499,1.980571499,1.980571499,,1.96694,1.92423,,,1.96694,,,,,,,,,,
52,,2.08493,2.03965,2.03428,2.12648,2.08493,2.03965,,,,,,,,,,,,,,,2.08493,,,2.092049988,2.092049988,2.092049988,2.092049988,,,,2.03428,,2.08493,,2.03428,2.092049988,2.091409207,2.092049988,2.067247819,2.092049988,2.091596994,2.092049988,2.092049988,,,,2.03428,2.092049988,2.092049988,2.092049988,2.092049988,,,,,2.092049988,2.087487532,2.092049988,2.092049988,,,,,,,,
53,,,2.1596,2.15392,2.25154,2.20754,2.1596,,,,,,,,,,,,,,,2.20754,,,2.207499332,2.207499332,2.207499332,2.207499332,,,,2.15392,,2.20754,,,2.207499332,2.207501323,2.207499332,2.196682333,,2.20754,,,2.207499332,2.207499332,2.207499332,2.168997315,2.207499332,2.207499332,2.207499332,2.207499332,,,2.1596,,2.207499332,2.207499332,2.207499332,2.207499332,,,,,,,,
54,,,2.28417,2.27815,2.3814,2.33487,,,,,,,,,,,,2.33487,,,,,,,2.326982039,2.326982039,2.326982039,2.326982039,,,,,,2.33487,2.28417,2.27815,2.326982039,2.327133996,2.326982039,2.31930242,2.326982039,2.326982039,2.326814523,2.326982039,2.326982039,2.326982039,2.326982039,2.326982039,2.326982039,2.326982039,2.315797058,2.326982039,,,,,,,,,,,,,,,,
55,,2.467,2.41343,2.40707,,2.467,,,,,,,,,,,,,2.41343,,,,2.41343,,2.450560409,2.450560409,2.450560409,2.406886904,,,,2.40707,,2.467,,2.40707,2.450560409,2.451607334,2.450560409,2.448489064,,2.467,2.41343,,2.450560409,2.450560409,2.450560409,2.41776968,2.450560409,2.450560409,2.450560409,2.450560409,,,2.403922991,,,2.467,,,,,,,,,,
56,,,2.54748,2.54077,,2.60403,2.54748,,,,,,,2.60403,,,,,,,,2.60403,2.54748,2.54077,,2.60403,,,,,,2.54077,,2.60403,,2.54077,2.580668647,2.581499985,2.578296533,2.565436659,,,2.54748,,2.578296533,2.578296533,2.578296533,2.578296533,2.578296533,2.578296533,2.578296533,2.578296533,2.578296533,2.578296533,2.563841379,2.578296533,,,,,,,,,,,,
57,,,,2.67933,,2.74604,2.6864,,,,,,,,,,,,,,,,,,2.763035664,2.710252299,2.710252299,2.671406785,,2.6647,,2.67933,,2.74604,,2.67933,,2.74604,,,,2.74604,2.6864,,,,,,,,,,2.710252299,2.710252299,2.678317984,2.710252299,,2.74604,,,,,,,2.710252299,2.710252299,2.710252299,2.710252299
