"","Stock","Year","Country","Landings"
"555","nep.fu.22",2013,"UKE",7.8279
"556","nep.out.7",2013,"UKE",8.8601
"557","sol.27.7fg",2013,"UKE",205.6754
"558","whg.27.7b-ce-k",2013,"UKE",740.8707
"559","cod.27.7e-k",2014,"UKE",451.7032
"560","had.27.7b-k",2014,"UKE",557.0495
"561","hke.27.3a46-8abd",2014,"UKE",1862.6882
"562","meg.27.7b-k8abd",2014,"UKE",2613.3932172
"563","mon.27.78abd",2014,"UKE",5214.540408
"564","nep.fu.16",2014,"UKE",1.2163
"565","nep.fu.19",2014,"UKE",0.4412
"566","nep.fu.2021",2014,"UKE",7.5347
"567","nep.fu.22",2014,"UKE",64.9325
"568","nep.out.7",2014,"UKE",15.4152
"569","sol.27.7fg",2014,"UKE",252.6931
"570","whg.27.7b-ce-k",2014,"UKE",742.4115
"571","cod.27.7e-k",2015,"UKE",402.7191
"572","had.27.7b-k",2015,"UKE",614.4986
"573","hke.27.3a46-8abd",2015,"UKE",2252.108
"574","meg.27.7b-k8abd",2015,"UKE",2658.1497192
"575","mon.27.78abd",2015,"UKE",5100.659696
"576","nep.fu.16",2015,"UKE",0.3103
"577","nep.fu.17",2015,"UKE",0.002
"578","nep.fu.19",2015,"UKE",0.1418
"579","nep.fu.2021",2015,"UKE",120.1276
"580","nep.fu.22",2015,"UKE",0.4219
"581","nep.out.7",2015,"UKE",8.2751
"582","sol.27.7fg",2015,"UKE",104.5923
"583","whg.27.7b-ce-k",2015,"UKE",600.6986
"584","cod.27.7e-k",2016,"UKE",340.7264
"585","had.27.7b-k",2016,"UKE",490.1384
"586","hke.27.3a46-8abd",2016,"UKE",2320.8131
"587","meg.27.7b-k8abd",2016,"UKE",2554.3178388
"588","mon.27.78abd",2016,"UKE",5295.687584
"589","nep.fu.16",2016,"UKE",0.7649
"590","nep.fu.19",2016,"UKE",0.2592
"591","nep.fu.2021",2016,"UKE",389.7899
"592","nep.fu.22",2016,"UKE",24.0878
"593","nep.out.7",2016,"UKE",39.0096
"594","sol.27.7fg",2016,"UKE",173.3903
"595","whg.27.7b-ce-k",2016,"UKE",800.7005
"596","cod.27.7e-k",2017,"UKE",179.4769
"597","had.27.7b-k",2017,"UKE",633.0195
"598","hke.27.3a46-8abd",2017,"UKE",2097.2684
"599","meg.27.7b-k8abd",2017,"UKE",2380.5409068
"600","mon.27.78abd",2017,"UKE",4593.148032
"601","nep.fu.16",2017,"UKE",4.2899
"602","nep.fu.19",2017,"UKE",0.1479
"603","nep.fu.2021",2017,"UKE",371.196
"604","nep.fu.22",2017,"UKE",64.5855
"605","nep.out.7",2017,"UKE",231.2096
"606","sol.27.7fg",2017,"UKE",148.0905
"607","whg.27.7b-ce-k",2017,"UKE",602.2016
"608","cod.27.7e-k",2018,"UKE",121.6615
"609","had.27.7b-k",2018,"UKE",527.464
"610","hke.27.3a46-8abd",2018,"UKE",2420.6517
"611","meg.27.7b-k8abd",2018,"UKE",2218.0694436
"612","mon.27.78abd",2018,"UKE",3840.797488
"613","nep.fu.16",2018,"UKE",8.2051
"614","nep.fu.19",2018,"UKE",0.02
"615","nep.fu.2021",2018,"UKE",347.9253
"616","nep.fu.22",2018,"UKE",46.1142
"617","nep.out.7",2018,"UKE",49.1874
"618","sol.27.7fg",2018,"UKE",170.187
"619","whg.27.7b-ce-k",2018,"UKE",588.5087
"620","cod.27.7e-k",2019,"UKE",81.0063
"621","had.27.7b-k",2019,"UKE",504.744
"622","hke.27.3a46-8abd",2019,"UKE",2629.1356
"623","meg.27.7b-k8abd",2019,"UKE",2038.1419824
"624","mon.27.78abd",2019,"UKE",4217.164688
"625","nep.fu.16",2019,"UKE",7.3262
"626","nep.fu.19",2019,"UKE",0.142
"627","nep.fu.2021",2019,"UKE",273.6
"628","nep.fu.22",2019,"UKE",25.0929
"629","nep.out.7",2019,"UKE",5.9714
"630","sol.27.7fg",2019,"UKE",191.5803
"631","whg.27.7b-ce-k",2019,"UKE",485.7152
"632","cod.27.7e-k",2013,"UKN",18.689
"633","had.27.7b-k",2013,"UKN",375.105
"634","meg.27.7b-k8abd",2013,"UKN",6.597132
"635","nep.fu.19",2013,"UKN",3.437
"636","nep.fu.2021",2013,"UKN",88.231
"637","sol.27.7fg",2013,"UKN",0.777
"638","whg.27.7b-ce-k",2013,"UKN",155.919
"639","cod.27.7e-k",2014,"UKN",5.172
"640","had.27.7b-k",2014,"UKN",166.982
"641","whg.27.7b-ce-k",2014,"UKN",123.934
"642","cod.27.7e-k",2015,"UKN",9.606
"643","had.27.7b-k",2015,"UKN",143.557
"644","hke.27.3a46-8abd",2015,"UKN",21.422
"645","meg.27.7b-k8abd",2015,"UKN",5.789436
"646","sol.27.7fg",2015,"UKN",0.516
"647","whg.27.7b-ce-k",2015,"UKN",221.866
"648","cod.27.7e-k",2016,"UKN",14.6
"649","had.27.7b-k",2016,"UKN",183.005
"650","hke.27.3a46-8abd",2016,"UKN",13.472
"651","meg.27.7b-k8abd",2016,"UKN",8.0343
"652","nep.fu.2021",2016,"UKN",58.931
"653","nep.fu.22",2016,"UKN",441.555
"654","sol.27.7fg",2016,"UKN",0.9
"655","whg.27.7b-ce-k",2016,"UKN",87.074
"656","cod.27.7e-k",2017,"UKN",5.6859
"657","had.27.7b-k",2017,"UKN",62.1049
"658","hke.27.3a46-8abd",2017,"UKN",41.2491
"659","meg.27.7b-k8abd",2017,"UKN",4.2281748
"660","nep.fu.16",2017,"UKN",244.7844
"661","nep.fu.17",2017,"UKN",0.432
"662","nep.fu.19",2017,"UKN",0.0287
"663","nep.fu.2021",2017,"UKN",17.1065
"664","nep.fu.22",2017,"UKN",613.2879
"665","sol.27.7fg",2017,"UKN",0.5062
"666","whg.27.7b-ce-k",2017,"UKN",14.737
"667","cod.27.7e-k",2018,"UKN",5.65
"668","had.27.7b-k",2018,"UKN",74.94
"669","hke.27.3a46-8abd",2018,"UKN",13.58
"670","meg.27.7b-k8abd",2018,"UKN",9.77388
"671","nep.fu.16",2018,"UKN",280.11
"672","nep.fu.17",2018,"UKN",42.37
"673","nep.fu.19",2018,"UKN",2.64
"674","nep.fu.2021",2018,"UKN",41.05
"675","nep.fu.22",2018,"UKN",302.58
"676","sol.27.7fg",2018,"UKN",0.38
"677","whg.27.7b-ce-k",2018,"UKN",11.48
"678","cod.27.7e-k",2019,"UKN",1.221
"679","had.27.7b-k",2019,"UKN",9.1758
"680","nep.fu.16",2019,"UKN",324.9171
"681","nep.fu.17",2019,"UKN",4.095
"682","nep.fu.2021",2019,"UKN",1.2068
"683","nep.fu.22",2019,"UKN",162.1863
"684","sol.27.7fg",2019,"UKN",0.1429
"685","whg.27.7b-ce-k",2019,"UKN",0.9569
"686","cod.27.7e-k",2009,"UKS",2.4077
"687","had.27.7b-k",2009,"UKS",5.1188
"688","hke.27.3a46-8abd",2009,"UKS",712.4939
"689","meg.27.7b-k8abd",2009,"UKS",370.1554164
"690","mon.27.78abd",2009,"UKS",919.80328
"691","nep.fu.16",2009,"UKS",142.9102
"692","nep.fu.19",2009,"UKS",1.4224
"693","nep.out.7",2009,"UKS",11.0982
"694","sol.27.7fg",2009,"UKS",0.002
"695","whg.27.7b-ce-k",2009,"UKS",8.8038
"696","cod.27.7e-k",2010,"UKS",7.8254
"697","had.27.7b-k",2010,"UKS",29.747
"698","hke.27.3a46-8abd",2010,"UKS",551.2009
"699","meg.27.7b-k8abd",2010,"UKS",645.2194176
"700","mon.27.78abd",2010,"UKS",1208.7834
"701","nep.fu.16",2010,"UKS",96.797
"702","nep.fu.19",2010,"UKS",10.2458
"703","nep.fu.2021",2010,"UKS",35.4675
"704","nep.out.7",2010,"UKS",30.5465
"705","whg.27.7b-ce-k",2010,"UKS",13.5132
"706","cod.27.7e-k",2011,"UKS",17.1821
"707","had.27.7b-k",2011,"UKS",39.8708
"708","hke.27.3a46-8abd",2011,"UKS",233.7889
"709","meg.27.7b-k8abd",2011,"UKS",543.7902432
"710","mon.27.78abd",2011,"UKS",1237.115
"711","nep.fu.16",2011,"UKS",121.5575
"712","nep.fu.19",2011,"UKS",0.2109
"713","nep.fu.2021",2011,"UKS",27.2549
"714","nep.out.7",2011,"UKS",22.4357
"715","sol.27.7fg",2011,"UKS",0.0394
"716","whg.27.7b-ce-k",2011,"UKS",19.8225
"717","cod.27.7e-k",2012,"UKS",23.9745
"718","had.27.7b-k",2012,"UKS",34.1514
"719","hke.27.3a46-8abd",2012,"UKS",1189.0445
"720","meg.27.7b-k8abd",2012,"UKS",602.9389968
"721","mon.27.78abd",2012,"UKS",1261.311568
"722","nep.fu.16",2012,"UKS",134.1978
"723","nep.fu.19",2012,"UKS",0.6208
"724","nep.fu.2021",2012,"UKS",11.5268
"725","nep.out.7",2012,"UKS",3.7635
"726","sol.27.7fg",2012,"UKS",0.21
"727","whg.27.7b-ce-k",2012,"UKS",15.219
"728","cod.27.7e-k",2013,"UKS",12.1773
"729","had.27.7b-k",2013,"UKS",23.947
"730","hke.27.3a46-8abd",2013,"UKS",1224.6969
"731","meg.27.7b-k8abd",2013,"UKS",117.8220852
"732","mon.27.78abd",2013,"UKS",768.805048
"733","nep.fu.16",2013,"UKS",117.7286
"734","nep.fu.19",2013,"UKS",0.186
"735","nep.fu.2021",2013,"UKS",37.0748
"736","nep.out.7",2013,"UKS",3.2639
"737","sol.27.7fg",2013,"UKS",0.0342
"738","whg.27.7b-ce-k",2013,"UKS",9.9604
"739","cod.27.7e-k",2014,"UKS",6.483
"740","had.27.7b-k",2014,"UKS",16.0312
"741","hke.27.3a46-8abd",2014,"UKS",1145.3844
"742","meg.27.7b-k8abd",2014,"UKS",166.8704676
"743","mon.27.78abd",2014,"UKS",966.27212
"744","nep.fu.16",2014,"UKS",96.0456
"745","nep.fu.2021",2014,"UKS",25.4242
"746","nep.out.7",2014,"UKS",29.4785
"747","sol.27.7fg",2014,"UKS",0.0729
"748","whg.27.7b-ce-k",2014,"UKS",3.4838
"749","cod.27.7e-k",2015,"UKS",6.1782
"750","had.27.7b-k",2015,"UKS",8.4417
"751","hke.27.3a46-8abd",2015,"UKS",1709.1246
"752","meg.27.7b-k8abd",2015,"UKS",139.170666
"753","mon.27.78abd",2015,"UKS",790.7482
"754","nep.fu.16",2015,"UKS",109.3408
"755","nep.fu.19",2015,"UKS",0.09
"756","nep.fu.2021",2015,"UKS",8.6211
"757","nep.out.7",2015,"UKS",21.7642
"758","sol.27.7fg",2015,"UKS",0.0239
"759","whg.27.7b-ce-k",2015,"UKS",2.2162
"760","cod.27.7e-k",2016,"UKS",5.3445
"761","had.27.7b-k",2016,"UKS",15.5135
"762","hke.27.3a46-8abd",2016,"UKS",1475.2381
"763","meg.27.7b-k8abd",2016,"UKS",137.820714
"764","mon.27.78abd",2016,"UKS",976.012224
"765","nep.fu.16",2016,"UKS",159.8847
"766","nep.fu.19",2016,"UKS",0.534
"767","nep.fu.2021",2016,"UKS",33.3883
"768","nep.out.7",2016,"UKS",18.9882
"769","whg.27.7b-ce-k",2016,"UKS",2.4712
"770","cod.27.7e-k",2017,"UKS",3.1983
"771","had.27.7b-k",2017,"UKS",2.5357
"772","hke.27.3a46-8abd",2017,"UKS",1215.8776
"773","meg.27.7b-k8abd",2017,"UKS",146.8228272
"774","mon.27.78abd",2017,"UKS",983.341128
"775","nep.fu.16",2017,"UKS",126.9009
"776","nep.fu.2021",2017,"UKS",7.3901
"777","nep.out.7",2017,"UKS",34.5855
"778","sol.27.7fg",2017,"UKS",0.5036
"779","whg.27.7b-ce-k",2017,"UKS",2.4684
"780","cod.27.7e-k",2018,"UKS",3.6212
"781","had.27.7b-k",2018,"UKS",11.0007
"782","hke.27.3a46-8abd",2018,"UKS",472.7584
"783","meg.27.7b-k8abd",2018,"UKS",106.1258508
"784","mon.27.78abd",2018,"UKS",516.034376
"785","nep.fu.16",2018,"UKS",144.1427
"786","nep.fu.2021",2018,"UKS",26.2091
"787","nep.out.7",2018,"UKS",28.1746
"788","whg.27.7b-ce-k",2018,"UKS",1.0457
"789","cod.27.7e-k",2019,"UKS",1.354
"790","had.27.7b-k",2019,"UKS",4.9973
"791","hke.27.3a46-8abd",2019,"UKS",230.2734
"792","meg.27.7b-k8abd",2019,"UKS",125.0047968
"793","mon.27.78abd",2019,"UKS",621.265128
"794","nep.fu.16",2019,"UKS",201.3867
"795","nep.fu.19",2019,"UKS",0.927
"796","nep.fu.2021",2019,"UKS",8.4632
"797","nep.out.7",2019,"UKS",0.1941
"798","whg.27.7b-ce-k",2019,"UKS",0.0195
