Stock,country,fishingarea,fleetname,CatchCat,Datayear,DiscardsImportedOrUnrep,AgeOrLengthDistribution,Weight_Total_in_kg,Effort_Total,code,DataUsedInAssessment
lem.27.3a47d,Belgium,27.7.d,GTR_DEF_all_0_0_all,Discards,2008,Unreported,Estimated,4.539,6578,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,GTR_DEF_all_0_0_all,Landings,2008,Imported,Estimated,21.000,6578,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,MIS_MIS_0_0_0_HC,Discards,2008,Unreported,Estimated,0.432,11994,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Estimated,2.000,11994,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,OTB_CRU_70-99_0_0_all,Discards,2008,Unreported,Estimated,7.782,12316,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,OTB_CRU_70-99_0_0_all,Landings,2008,Imported,Estimated,36.000,12316,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,TBB_CRU_16-31_0_0_all,Discards,2008,Unreported,Estimated,8.863,884,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,TBB_CRU_16-31_0_0_all,Landings,2008,Imported,Estimated,41.000,884,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,TBB_DEF_>=120_0_0_all,Discards,2008,Imported,Estimated,53.000,3578,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,539.000,3578,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,TBB_DEF_70-99_0_0_all,Discards,2008,Imported,Estimated,58660.000,2840736,kWd,NoInformation
lem.27.3a47d,Belgium,27.7.d,TBB_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,138278.000,2840736,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_>=220_0_0_all,Discards,2008,Unreported,Estimated,1.729,4377,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_>=220_0_0_all,Landings,2008,Imported,Estimated,8.000,4377,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,126.453,26830,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_100-119_0_0_all,Landings,2008,Imported,Estimated,585.000,26830,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all,Discards,2008,Unreported,Estimated,5781.835,381193,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all,Landings,2008,Imported,Estimated,26748.000,381193,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,MIS_MIS_0_0_0_HC,Discards,2008,Imported,Estimated,0.000,51104,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,MIS_MIS_0_0_0_HC,Discards,2008,Imported,Sampled,347.000,47624,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,MIS_MIS_0_0_0_HC,Discards,2008,Unreported,Estimated,312.999,23047,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Estimated,43821.000,121775,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_32-69_0_0_all,Discards,2008,Unreported,Estimated,20.751,929580,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_32-69_0_0_all,Landings,2008,Imported,Estimated,96.000,929580,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Discards,2008,Imported,Estimated,0.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Discards,2008,Imported,Sampled,5248.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Discards,2008,Imported,Sampled,650.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Discards,2008,Imported,Sampled,4267.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Landings,2008,Imported,Estimated,103510.000,-36,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all_FDF,Discards,2008,Imported,Estimated,9.000,-9,NA,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Discards,2008,Imported,Estimated,0.000,-18,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Discards,2008,Imported,Sampled,3336.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,3808.947,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,52337.000,-36,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all_FDF,Discards,2008,Imported,Estimated,0.000,-9,NA,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,TBB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,327.482,69784,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,1515.000,69784,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,TBB_DEF_90-99_0_0_all,Discards,2008,Unreported,Estimated,643.723,39597,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,TBB_DEF_90-99_0_0_all,Landings,2008,Imported,Estimated,2978.000,39597,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Discards,2008,Imported,Sampled,410.000,19895,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Discards,2008,Imported,Sampled,1563.000,27262,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Discards,2008,Imported,Sampled,455.000,8681,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Discards,2008,Unreported,Estimated,484.630,10777,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Estimated,20516.000,66615,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all,Discards,2008,Unreported,Estimated,17.509,81626,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all,Landings,2008,Imported,Sampled,14.000,28309,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all,Landings,2008,Imported,Sampled,67.000,53317,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,15.131,300156,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,1.513,-18,NA,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all,Landings,2008,Imported,Sampled,41.000,201604,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all,Landings,2008,Imported,Sampled,29.000,98552,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all,Landings,2008,Imported,Estimated,7.000,-18,NA,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Discards,2008,Unreported,Estimated,8782.994,762218,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Landings,2008,Imported,Estimated,30232.000,383221,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Landings,2008,Imported,Sampled,6785.000,206012,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Landings,2008,Imported,Sampled,3615.000,172985,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all_FDF,Discards,2008,Imported,Estimated,0.000,-9,NA,NoInformation
lem.27.3a47d,Denmark,27.4,LLS_FIF_0_0_0_all,Discards,2008,Unreported,Estimated,0.216,290,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,LLS_FIF_0_0_0_all,Landings,2008,Imported,Estimated,1.000,290,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Discards,2008,Imported,Sampled,44.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Discards,2008,Imported,Sampled,336.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Discards,2008,Unreported,Estimated,445.505,298812,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Estimated,2061.000,298812,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Sampled,18517.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Sampled,10289.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_32-69_0_0_all,Discards,2008,Unreported,Estimated,3.675,83615,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_32-69_0_0_all,Landings,2008,Imported,Estimated,6.000,36937,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_32-69_0_0_all,Landings,2008,Imported,Sampled,11.000,46678,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Discards,2008,Imported,Estimated,0.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Discards,2008,Unreported,Estimated,2741.984,608608,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Landings,2008,Imported,Estimated,3225.000,144575,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Landings,2008,Imported,Sampled,6002.000,315138,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Landings,2008,Imported,Sampled,4753.000,148886,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Discards,2008,Imported,Estimated,0.000,-18,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Discards,2008,Imported,Sampled,9351.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Discards,2008,Imported,Sampled,327.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,97030.000,-18,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Sampled,462890.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Sampled,317028.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all_FDF,Discards,2008,Imported,Estimated,0.000,-9,NA,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,2877.516,366124,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,9530.000,219838,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Sampled,2290.000,77546,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Sampled,1492.000,68740,kWd,NoInformation
lem.27.3a47d,France,27.4,GTR_DEF_90-99_0_0_all,Discards,2008,Unreported,Estimated,113.562,1195050,kWd,NoInformation
lem.27.3a47d,France,27.4,GTR_DEF_90-99_0_0_all,Landings,2008,Imported,Estimated,525.360,1195050,kWd,NoInformation
lem.27.3a47d,France,27.4,MIS_MIS_0_0_0_HC,Discards,2008,Unreported,Estimated,163.028,6163867,kWd,NoInformation
lem.27.3a47d,France,27.4,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Estimated,754.200,6163867,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_100-119_0_0,Discards,2008,Unreported,Estimated,2.265,2931272,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_100-119_0_0,Landings,2008,Imported,Estimated,10.480,2931272,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Discards,2008,Imported,Estimated,0.000,354105,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Discards,2008,Unreported,Estimated,13741.102,1696879,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Landings,2008,Imported,Estimated,85779.790,2050984,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_All_0_0_All,Discards,2008,Unreported,Estimated,1.081,2690,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_All_0_0_All,Landings,2008,Imported,Estimated,5.000,2690,kWd,NoInformation
lem.27.3a47d,France,27.4,OTM_DEF_70-99_0_0_all,Discards,2008,Unreported,Estimated,131.700,44802,kWd,NoInformation
lem.27.3a47d,France,27.4,OTM_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,609.270,44802,kWd,NoInformation
lem.27.3a47d,France,27.4,SSC_DEF_All_0_0_All,Discards,2008,Unreported,Estimated,103.551,29988,kWd,NoInformation
lem.27.3a47d,France,27.4,SSC_DEF_All_0_0_All,Landings,2008,Imported,Estimated,479.050,29988,kWd,NoInformation
lem.27.3a47d,France,27.4,TBB_DEF_all_0_0_all,Discards,2008,Unreported,Estimated,103.080,40438,kWd,NoInformation
lem.27.3a47d,France,27.4,TBB_DEF_all_0_0_all,Landings,2008,Imported,Estimated,476.870,40438,kWd,NoInformation
lem.27.3a47d,France,27.7.d,GTR_DEF_90-99_0_0_all,Discards,2008,Imported,Estimated,0.000,459131,kWd,NoInformation
lem.27.3a47d,France,27.7.d,GTR_DEF_90-99_0_0_all,Discards,2008,Unreported,Estimated,702.447,1164534,kWd,NoInformation
lem.27.3a47d,France,27.7.d,GTR_DEF_90-99_0_0_all,Landings,2008,Imported,Estimated,4373.460,1623665,kWd,NoInformation
lem.27.3a47d,France,27.7.d,MIS_MIS_0_0_0_HC,Discards,2008,Unreported,Estimated,1101.361,2008381,kWd,NoInformation
lem.27.3a47d,France,27.7.d,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Estimated,5095.130,2008381,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,48.022,2376,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,222.160,2376,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_100-119_0_0,Discards,2008,Unreported,Estimated,576.219,60566,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_100-119_0_0,Landings,2008,Imported,Estimated,2665.710,60566,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Discards,2008,Imported,Estimated,3507.415,2287946,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Discards,2008,Unreported,Estimated,17113.776,2554062,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Landings,2008,Imported,Estimated,94830.190,3602392,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Landings,2008,Imported,Sampled,44262.780,1239616,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_All_0_0_All,Discards,2008,Imported,Estimated,218.442,150193,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_All_0_0_All,Discards,2008,Unreported,Estimated,36.339,76097,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_All_0_0_All,Landings,2008,Imported,Estimated,317.050,226290,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTM_DEF_70-99_0_0_all,Discards,2008,Unreported,Estimated,735.708,660728,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTM_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,3403.540,660728,kWd,NoInformation
lem.27.3a47d,France,27.7.d,SSC_DEF_All_0_0_All,Discards,2008,Unreported,Estimated,79.008,118188,kWd,NoInformation
lem.27.3a47d,France,27.7.d,SSC_DEF_All_0_0_All,Landings,2008,Imported,Estimated,365.510,118188,kWd,NoInformation
lem.27.3a47d,France,27.7.d,TBB_DEF_all_0_0_all,Discards,2008,Unreported,Estimated,282.657,12842,kWd,NoInformation
lem.27.3a47d,France,27.7.d,TBB_DEF_all_0_0_all,Landings,2008,Imported,Estimated,1307.630,12842,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,GNS_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,47.555,21188,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,GNS_DEF_100-119_0_0_all,Landings,2008,Imported,Estimated,220.000,21188,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,GNS_DEF_120-219_0_0_all,Discards,2008,Unreported,Estimated,1.945,2313,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,GNS_DEF_120-219_0_0_all,Landings,2008,Imported,Estimated,9.000,2313,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,GNS_DEF_all_0_0_all,Discards,2008,Unreported,Estimated,6.701,2834,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,GNS_DEF_all_0_0_all,Landings,2008,Imported,Estimated,31.000,2834,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_CRU_90-119_0_0_all,Discards,2008,Unreported,Estimated,61.822,64058,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_CRU_90-119_0_0_all,Landings,2008,Imported,Estimated,286.000,64058,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,1283.339,95630,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,5937.000,98828,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,SSC_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,167.524,25845,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,SSC_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,775.000,25845,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,TBB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,4.972,847,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,23.000,847,kWd,NoInformation
lem.27.3a47d,Germany,27.4,GNS_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,1.513,31516,kWd,NoInformation
lem.27.3a47d,Germany,27.4,GNS_DEF_100-119_0_0_all,Landings,2008,Imported,Estimated,7.000,31516,kWd,NoInformation
lem.27.3a47d,Germany,27.4,GNS_DEF_120-219_0_0_all,Discards,2008,Unreported,Estimated,66.793,24007,kWd,NoInformation
lem.27.3a47d,Germany,27.4,GNS_DEF_120-219_0_0_all,Landings,2008,Imported,Estimated,309.000,24007,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_CRU_70-99_0_0_all,Discards,2008,Imported,Estimated,53896.000,202343,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_CRU_70-99_0_0_all,Discards,2008,Unreported,Estimated,6142.173,210604,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_CRU_70-99_0_0_all,Landings,2008,Imported,Estimated,74414.000,325008,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_CRU_70-99_0_0_all,Landings,2008,Imported,Sampled,5662.000,87939,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Discards,2008,Imported,Estimated,600.000,1008676,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Discards,2008,Imported,Sampled,623.000,282558,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Discards,2008,Imported,Sampled,1140.000,434928,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,14122.000,434928,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Sampled,7662.000,395497,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Sampled,156.000,613179,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Sampled,2953.000,282558,kWd,NoInformation
lem.27.3a47d,Germany,27.4,SSC_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,1955.163,170015,kWd,NoInformation
lem.27.3a47d,Germany,27.4,SSC_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,9045.000,170015,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,668.149,14253,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,3091.000,14253,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Discards,2008,Imported,Sampled,720.000,313006,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Discards,2008,Imported,Sampled,5577.000,302827,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Discards,2008,Imported,Sampled,110.000,265737,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Discards,2008,Unreported,Estimated,154.338,321468,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,714.000,321468,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Landings,2008,Imported,Sampled,622.000,302827,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Landings,2008,Imported,Sampled,306.000,265737,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Landings,2008,Imported,Sampled,181.000,313006,kWd,NoInformation
lem.27.3a47d,Ireland,27.4,OTB_DEF_70-99_0_0,Landings,2008,Imported,Estimated,0.000,-9,NA,NoInformation
lem.27.3a47d,Netherlands,27.3.a,OTB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,23.778,4865,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,110.000,4865,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,OTB_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,31.775,4506,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,OTB_DEF_100-119_0_0_all,Landings,2008,Imported,Estimated,147.000,4506,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,OTB_DEF_70-99_0_0_all,Discards,2008,Unreported,Estimated,41.070,1030,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,OTB_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,190.000,1030,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,TBB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,199.083,26672,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,921.000,26672,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,TBB_DEF_70-99_0_0_all,Discards,2008,Unreported,Estimated,531.320,38612,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,TBB_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,2458.000,38612,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,MIS_MIS_0_0_0_HC,Discards,2008,Unreported,Estimated,43.232,-9,NULL,NoInformation
lem.27.3a47d,Netherlands,27.4,MIS_MIS_0_0_0_HC,Landings,2008,Imported,Estimated,200.000,-9,NULL,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_CRU_70-99_0_0_all,Discards,2008,Unreported,Estimated,560.069,323095,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_CRU_70-99_0_0_all,Landings,2008,Imported,Estimated,2591.000,323095,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,1513.117,92163,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,7000.000,92163,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,36723.344,665196,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_100-119_0_0_all,Landings,2008,Imported,Estimated,169890.000,665196,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_70-99_0_0_all,Discards,2008,Unreported,Estimated,6410.427,921912,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,29656.000,921912,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,SDN_DEF_70-99_0_0_all,Discards,2008,Unreported,Estimated,432.103,-27,NA,NoInformation
lem.27.3a47d,Netherlands,27.4,SDN_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,1999.000,-27,NA,NoInformation
lem.27.3a47d,Netherlands,27.4,SSC_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,584.928,80714,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,SSC_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,2706.000,80714,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,SSC_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,68.523,-18,NA,NoInformation
lem.27.3a47d,Netherlands,27.4,SSC_DEF_100-119_0_0_all,Landings,2008,Imported,Estimated,317.000,-18,NA,NoInformation
lem.27.3a47d,Netherlands,27.4,SSC_DEF_70-99_0_0_all,Discards,2008,Unreported,Estimated,1009.681,-27,NA,NoInformation
lem.27.3a47d,Netherlands,27.4,SSC_DEF_70-99_0_0_all,Landings,2008,Imported,Estimated,4671.000,-27,NA,NoInformation
lem.27.3a47d,Netherlands,27.4,TBB_DEF_>=120_0_0_all,Discards,2008,Unreported,Estimated,1685.612,294176,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,TBB_DEF_>=120_0_0_all,Landings,2008,Imported,Estimated,7798.000,294176,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,TBB_DEF_100-119_0_0_all,Discards,2008,Unreported,Estimated,1921.442,260411,kWd,NoInformation
