"year","country","subArea","catchCat","fleet","Age","frequency1000","meanWeightKg"
2004,"France","27.7","Discards","MIS_MIS",1,281537.380231876,0.1220251514568
2004,"France","27.7","Discards","MIS_MIS",2,973029.093266685,0.163394660694228
2004,"France","27.7","Discards","MIS_MIS",3,373157.878322877,0.204609027449626
2004,"France","27.7","Discards","MIS_MIS",4,135471.358794501,0.218601976895109
2004,"France","27.7","Discards","MIS_MIS",5,30396.4070555665,0.282326919245822
2004,"France","27.7","Discards","MIS_MIS",6,2328.16213552721,0.246081485090694
2004,"France","27.7","Discards","MIS_MIS",7,281.626388777781,0.251098837794684
2004,"France","27.7","Discards","OTB_CRU",0,1133048.34234608,0.02013980492695
2004,"France","27.7","Discards","OTB_CRU",1,482162.999661229,0.133909081838439
2004,"France","27.7","Discards","OTB_CRU",2,1637545.15148915,0.167768137733106
2004,"France","27.7","Discards","OTB_CRU",3,634270.967153131,0.209872051726642
2004,"France","27.7","Discards","OTB_CRU",4,229737.68744636,0.226660708353844
