"","year","sc","stock","catch","tonnes"
"493","2020","cod_fmsy","cod.27.7e-k","discards",0
"494","2020","cod_fmsy","had.27.7b-k","discards",0
"495","2020","cod_fmsy","meg.27.7b-k8abd","discards",0
"496","2020","cod_fmsy","mon.27.78abd","discards",0
"497","2020","cod_fmsy","nep.fu.16","discards",0
"498","2020","cod_fmsy","nep.fu.17","discards",0
"499","2020","cod_fmsy","nep.fu.19","discards",0
"500","2020","cod_fmsy","nep.fu.2021","discards",0
"501","2020","cod_fmsy","nep.fu.22","discards",0
"502","2020","cod_fmsy","nep.out.7","discards",0
"503","2020","cod_fmsy","sol.27.7fg","discards",0
"504","2020","cod_fmsy","whg.27.7b-ce-k","discards",0
"505","2020","cod_fmsy","cod.27.7e-k","overTAC landings",896
"506","2020","cod_fmsy","had.27.7b-k","overTAC landings",716
"507","2020","cod_fmsy","meg.27.7b-k8abd","overTAC landings",149.54
"508","2020","cod_fmsy","mon.27.78abd","overTAC landings",5849.65
"509","2020","cod_fmsy","nep.fu.16","overTAC landings",NA
"510","2020","cod_fmsy","nep.fu.17","overTAC landings",NA
"511","2020","cod_fmsy","nep.fu.19","overTAC landings",NA
"512","2020","cod_fmsy","nep.fu.2021","overTAC landings",NA
"513","2020","cod_fmsy","nep.fu.22","overTAC landings",NA
"514","2020","cod_fmsy","nep.out.7","overTAC landings",NA
"515","2020","cod_fmsy","sol.27.7fg","overTAC landings",0
"516","2020","cod_fmsy","whg.27.7b-ce-k","overTAC landings",896
"517","2021","cod_fmsy","cod.27.7e-k","legal landings",0
"518","2021","cod_fmsy","had.27.7b-k","legal landings",3267
"519","2021","cod_fmsy","meg.27.7b-k8abd","legal landings",2558.01
"520","2021","cod_fmsy","mon.27.78abd","legal landings",4408.65
"521","2021","cod_fmsy","nep.fu.16","legal landings",484.6
"522","2021","cod_fmsy","nep.fu.17","legal landings",26.4
"523","2021","cod_fmsy","nep.fu.19","legal landings",24.84
"524","2021","cod_fmsy","nep.fu.2021","legal landings",192.63
"525","2021","cod_fmsy","nep.fu.22","legal landings",183.11
"526","2021","cod_fmsy","nep.out.7","legal landings",19.63
"527","2021","cod_fmsy","sol.27.7fg","legal landings",191
"528","2021","cod_fmsy","whg.27.7b-ce-k","legal landings",1505
"529","2021","cod_fmsy","cod.27.7e-k","discards",0
"530","2021","cod_fmsy","had.27.7b-k","discards",0
"531","2021","cod_fmsy","meg.27.7b-k8abd","discards",0
"532","2021","cod_fmsy","mon.27.78abd","discards",0
"533","2021","cod_fmsy","nep.fu.16","discards",0
"534","2021","cod_fmsy","nep.fu.17","discards",0
"535","2021","cod_fmsy","nep.fu.19","discards",0
"536","2021","cod_fmsy","nep.fu.2021","discards",0
"537","2021","cod_fmsy","nep.fu.22","discards",0
"538","2021","cod_fmsy","nep.out.7","discards",0
"539","2021","cod_fmsy","sol.27.7fg","discards",0
"540","2021","cod_fmsy","whg.27.7b-ce-k","discards",0
"541","2021","cod_fmsy","cod.27.7e-k","overTAC landings",334
"542","2021","cod_fmsy","had.27.7b-k","overTAC landings",0
"543","2021","cod_fmsy","meg.27.7b-k8abd","overTAC landings",0
"544","2021","cod_fmsy","mon.27.78abd","overTAC landings",0
"545","2021","cod_fmsy","nep.fu.16","overTAC landings",0
"546","2021","cod_fmsy","nep.fu.17","overTAC landings",0
"547","2021","cod_fmsy","nep.fu.19","overTAC landings",0
"548","2021","cod_fmsy","nep.fu.2021","overTAC landings",0
"549","2021","cod_fmsy","nep.fu.22","overTAC landings",0
"550","2021","cod_fmsy","nep.out.7","overTAC landings",0
"551","2021","cod_fmsy","sol.27.7fg","overTAC landings",0
"552","2021","cod_fmsy","whg.27.7b-ce-k","overTAC landings",0
