Country,Year,Metier,Vessel_length,Area,Species,Stock,Landings,Value,check,catch_check,kw_days,Days_at_sea,No_vessels,effort_check
BE,2009,OTB_CRU,10<24m,27.7.g,WHG,whg.27.7b-ce-k,3.94,1844.43,117,115,8591.358867,38.874927,3,61
BE,2009,OTB_CRU,24<40m,27.7.f,COD,cod.27.7e-k,1.786,5162.75,134,132,73325,93,13,67
BE,2009,OTB_CRU,24<40m,27.7.f,HAD,had.27.7b-k,1,1582.59,140,138,73325,93,13,68
BE,2009,OTB_CRU,24<40m,27.7.f,HKE,hke.27.3a46-8abd,0.396,361.7,141,139,73325,93,13,69
BE,2009,OTB_CRU,24<40m,27.7.f,MEG,meg.27.7b-k8abd,3.852672,4098.98,145,143,73325,93,13,70
BE,2009,OTB_CRU,24<40m,27.7.f,MON,mon.27.78abd,5.228,18477.92,146,144,73325,93,13,71
BE,2009,OTB_CRU,24<40m,27.7.f,NEP.OUT.7,nep.out.7,1.267,2728.94,147,145,73325,93,13,73
BE,2009,OTB_CRU,24<40m,27.7.f,SOL,sol.27.7fg,16.229,164198.95,154,152,73325,93,13,74
BE,2009,OTB_CRU,24<40m,27.7.f,WHG,whg.27.7b-ce-k,2.556,2478.33,156,154,73325,93,13,75
BE,2009,OTB_CRU,24<40m,27.7.g,COD,cod.27.7e-k,10.164,23505.68,157,155,381154.000518,480.032732,21,76
BE,2009,OTB_CRU,24<40m,27.7.g,HAD,had.27.7b-k,28.529,36053.43,163,161,381154.000518,480.032732,21,77
BE,2009,OTB_CRU,24<40m,27.7.g,HKE,hke.27.3a46-8abd,1.049,1294.19,164,162,381154.000518,480.032732,21,78
BE,2009,OTB_CRU,24<40m,27.7.g,MEG,meg.27.7b-k8abd,28.164132,38620.75,168,166,381154.000518,480.032732,21,79
BE,2009,OTB_CRU,24<40m,27.7.g,MON,mon.27.78abd,57.975,201441.57,169,167,381154.000518,480.032732,21,80
BE,2009,OTB_CRU,24<40m,27.7.g,NEP.FU.2021,nep.fu.2021,0.906,3394.42,170,168,381154.000518,480.032732,21,82
BE,2009,OTB_CRU,24<40m,27.7.g,NEP.FU.22,nep.fu.22,8.392,31255.93,171,169,381154.000518,480.032732,21,83
BE,2009,OTB_CRU,24<40m,27.7.g,SOL,sol.27.7fg,56.505,580208.49,178,176,381154.000518,480.032732,21,85
BE,2009,OTB_CRU,24<40m,27.7.g,WHG,whg.27.7b-ce-k,38.219,32156.57,180,178,381154.000518,480.032732,21,86
BE,2009,OTB_CRU,24<40m,27.7.h,COD,cod.27.7e-k,1.091,2695.45,181,179,441,0.5,1,87
BE,2009,OTB_CRU,24<40m,27.7.h,HAD,had.27.7b-k,0.001,0.56,183,181,441,0.5,1,88
BE,2009,TBB_DEF,10<24m,27.7.d,HAD,had.27.7b-k,0.003,4.16,193,191,351722.151889,1593.605243,67,95
BE,2009,TBB_DEF,10<24m,27.7.d,HKE,hke.27.3a46-8abd,0.002,6.18,195,193,351722.151889,1593.605243,67,96
BE,2009,TBB_DEF,10<24m,27.7.d,MEG,meg.27.7b-k8abd,0.00948,9.8,199,197,351722.151889,1593.605243,67,97
BE,2009,TBB_DEF,10<24m,27.7.d,MON,mon.27.78abd,13.459,21893.66,200,198,351722.151889,1593.605243,67,98
BE,2009,TBB_DEF,10<24m,27.7.e,MEG,meg.27.7b-k8abd,0.079632,59.22,212,210,331.499779,1.499999,2,103
BE,2009,TBB_DEF,10<24m,27.7.e,MON,mon.27.78abd,0.001,0.88,213,211,331.499779,1.499999,2,104
BE,2009,TBB_DEF,10<24m,27.7.f,COD,cod.27.7e-k,0.584,1584.82,218,215,14693.067573,66.710713,11,108
BE,2009,TBB_DEF,10<24m,27.7.f,HAD,had.27.7b-k,0.341,254.36,224,221,14693.067573,66.710713,11,109
BE,2009,TBB_DEF,10<24m,27.7.f,HKE,hke.27.3a46-8abd,0.003,1.52,226,223,14693.067573,66.710713,11,110
BE,2009,TBB_DEF,10<24m,27.7.f,MEG,meg.27.7b-k8abd,0.0711,94.96,229,226,14693.067573,66.710713,11,111
BE,2009,TBB_DEF,10<24m,27.7.f,MON,mon.27.78abd,2.087,3034.76,230,227,14693.067573,66.710713,11,112
BE,2009,TBB_DEF,10<24m,27.7.f,SOL,sol.27.7fg,24.635,194905.84,235,232,14693.067573,66.710713,11,115
BE,2009,TBB_DEF,10<24m,27.7.f,WHG,whg.27.7b-ce-k,1.053,613.15,237,234,14693.067573,66.710713,11,116
BE,2009,TBB_DEF,10<24m,27.7.g,COD,cod.27.7e-k,0.014,31.38,238,235,4401.265392,19.955952,4,117
BE,2009,TBB_DEF,10<24m,27.7.g,HKE,hke.27.3a46-8abd,0.001,0.46,243,240,4401.265392,19.955952,4,119
BE,2009,TBB_DEF,10<24m,27.7.g,MEG,meg.27.7b-k8abd,0.079632,87.46,246,243,4401.265392,19.955952,4,120
BE,2009,TBB_DEF,10<24m,27.7.g,MON,mon.27.78abd,0.039,100.12,247,244,4401.265392,19.955952,4,121
BE,2009,TBB_DEF,10<24m,27.7.g,SOL,sol.27.7fg,5.131,51355.97,252,249,4401.265392,19.955952,4,126
BE,2009,TBB_DEF,10<24m,27.7.g,WHG,whg.27.7b-ce-k,0.04,35.14,254,251,4401.265392,19.955952,4,127
BE,2009,TBB_DEF,24<40m,27.7.d,HAD,had.27.7b-k,0.905,1045.58,262,259,2013861.858182,1981.335996,113,128
BE,2009,TBB_DEF,24<40m,27.7.d,HKE,hke.27.3a46-8abd,0.177,278.29,264,261,2013861.858182,1981.335996,113,129
BE,2009,TBB_DEF,24<40m,27.7.d,MEG,meg.27.7b-k8abd,0.095748,84.89,268,265,2013861.858182,1981.335996,113,130
BE,2009,TBB_DEF,24<40m,27.7.d,MON,mon.27.78abd,41.714,152290.34,269,266,2013861.858182,1981.335996,113,131
BE,2009,TBB_DEF,24<40m,27.7.d,NEP.OUT.7,nep.out.7,0.007,16.14,270,267,2013861.858182,1981.335996,113,132
BE,2009,TBB_DEF,24<40m,27.7.e,COD,cod.27.7e-k,6.053,14119.21,280,277,283876.944951,261.576828,59,133
BE,2009,TBB_DEF,24<40m,27.7.e,HAD,had.27.7b-k,2.652,3043.53,286,283,283876.944951,261.576828,59,134
BE,2009,TBB_DEF,24<40m,27.7.e,HKE,hke.27.3a46-8abd,0.311,339.76,288,285,283876.944951,261.576828,59,135
BE,2009,TBB_DEF,24<40m,27.7.e,MEG,meg.27.7b-k8abd,0.986868,1018.47,292,289,283876.944951,261.576828,59,136
BE,2009,TBB_DEF,24<40m,27.7.e,MON,mon.27.78abd,70.475,242209.09,293,290,283876.944951,261.576828,59,137
BE,2009,TBB_DEF,24<40m,27.7.e,WHG,whg.27.7b-ce-k,3.293,3227.26,302,298,283876.944951,261.576828,59,140
BE,2009,TBB_DEF,24<40m,27.7.f,COD,cod.27.7e-k,11.204,26130.47,303,299,827883.826169,775.755872,83,141
BE,2009,TBB_DEF,24<40m,27.7.f,HAD,had.27.7b-k,59.593,55910.83,309,305,827883.826169,775.755872,83,142
BE,2009,TBB_DEF,24<40m,27.7.f,HKE,hke.27.3a46-8abd,2.307,2700.94,311,307,827883.826169,775.755872,83,143
BE,2009,TBB_DEF,24<40m,27.7.f,MEG,meg.27.7b-k8abd,78.656508,78328.72,316,312,827883.826169,775.755872,83,144
BE,2009,TBB_DEF,24<40m,27.7.f,MON,mon.27.78abd,188.154,609727.84,317,313,827883.826169,775.755872,83,145
BE,2009,TBB_DEF,24<40m,27.7.f,SOL,sol.27.7fg,203.159,1721021.72,324,320,827883.826169,775.755872,83,148
BE,2009,TBB_DEF,24<40m,27.7.f,WHG,whg.27.7b-ce-k,28.072,18940.73,326,322,827883.826169,775.755872,83,149
BE,2009,TBB_DEF,24<40m,27.7.g,COD,cod.27.7e-k,15.301,38801.7,327,323,807516.548425,786.213107,80,150
BE,2009,TBB_DEF,24<40m,27.7.g,HAD,had.27.7b-k,32.219,33194.43,333,329,807516.548425,786.213107,80,151
BE,2009,TBB_DEF,24<40m,27.7.g,HKE,hke.27.3a46-8abd,2.283,2292.84,335,331,807516.548425,786.213107,80,152
BE,2009,TBB_DEF,24<40m,27.7.g,MEG,meg.27.7b-k8abd,81.23886,112929.58,338,334,807516.548425,786.213107,80,153
BE,2009,TBB_DEF,24<40m,27.7.g,MON,mon.27.78abd,113.722,392983.28,339,335,807516.548425,786.213107,80,154
BE,2009,TBB_DEF,24<40m,27.7.g,NEP.FU.22,nep.fu.22,2.527,7339.37,340,336,807516.548425,786.213107,80,157
BE,2009,TBB_DEF,24<40m,27.7.g,SOL,sol.27.7fg,196.497,1964015.12,347,343,807516.548425,786.213107,80,159
BE,2009,TBB_DEF,24<40m,27.7.g,WHG,whg.27.7b-ce-k,9.342,7672.64,349,345,807516.548425,786.213107,80,160
BE,2009,TBB_DEF,24<40m,27.7.h,COD,cod.27.7e-k,1.093,1845.68,350,346,3694.93934,3.684125,4,161
BE,2009,TBB_DEF,24<40m,27.7.h,HAD,had.27.7b-k,0.011,11.88,355,351,3694.93934,3.684125,4,162
BE,2009,TBB_DEF,24<40m,27.7.h,HKE,hke.27.3a46-8abd,0.001,0.65,356,352,3694.93934,3.684125,4,163
BE,2009,TBB_DEF,24<40m,27.7.h,MEG,meg.27.7b-k8abd,0.041712,50.17,359,355,3694.93934,3.684125,4,164
BE,2009,TBB_DEF,24<40m,27.7.h,WHG,whg.27.7b-ce-k,0.107,54,366,362,3694.93934,3.684125,4,168
BE,2010,MIS_MIS,24<40m,27.7.d,MON,mon.27.78abd,0.039,92.73,396,392,59580,90,4,187
BE,2010,MIS_MIS,24<40m,27.7.e,MON,mon.27.78abd,2.541,9312.56,401,397,54945.999338,82.999999,3,193
BE,2010,MIS_MIS,24<40m,27.7.f,MON,mon.27.78abd,0.003,8.73,406,401,662,1,1,201
BE,2010,MIS_MIS,24<40m,27.7.f,SOL,sol.27.7fg,0.001,10.75,409,404,662,1,1,204
BE,2010,OTB_CRU,10<24m,27.7.d,HAD,had.27.7b-k,0.005,3.77,417,412,30601.413143,53.330317,7,206
BE,2010,OTB_CRU,10<24m,27.7.d,MEG,meg.27.7b-k8abd,0.000948,0.53,420,415,30601.413143,53.330317,7,208
BE,2010,OTB_CRU,10<24m,27.7.d,MON,mon.27.78abd,1.233,4036.1,421,416,30601.413143,53.330317,7,209
BE,2010,OTB_CRU,10<24m,27.7.f,COD,cod.27.7e-k,0.008,23.1,433,427,6090.791603,27.560143,2,219
BE,2010,OTB_CRU,10<24m,27.7.f,HAD,had.27.7b-k,0.016,24.09,439,433,6090.791603,27.560143,2,220
BE,2010,OTB_CRU,10<24m,27.7.f,HKE,hke.27.3a46-8abd,0.001,0.31,440,434,6090.791603,27.560143,2,221
BE,2010,OTB_CRU,10<24m,27.7.f,MEG,meg.27.7b-k8abd,0.00948,5.83,443,437,6090.791603,27.560143,2,222
BE,2010,OTB_CRU,10<24m,27.7.f,MON,mon.27.78abd,0.133,523.53,444,438,6090.791603,27.560143,2,223
BE,2010,OTB_CRU,10<24m,27.7.f,NEP.OUT.7,nep.out.7,0.005,17.93,445,439,6090.791603,27.560143,2,225
BE,2010,OTB_CRU,10<24m,27.7.f,SOL,sol.27.7fg,2.768,29331.53,450,444,6090.791603,27.560143,2,226
BE,2010,OTB_CRU,10<24m,27.7.f,WHG,whg.27.7b-ce-k,0.038,59.36,452,446,6090.791603,27.560143,2,227
BE,2010,OTB_CRU,10<24m,27.7.g,COD,cod.27.7e-k,0.057,142.71,453,447,16462.889415,50.384115,3,228
BE,2010,OTB_CRU,10<24m,27.7.g,HAD,had.27.7b-k,0.388,440.61,459,453,16462.889415,50.384115,3,229
BE,2010,OTB_CRU,10<24m,27.7.g,HKE,hke.27.3a46-8abd,0.024,20.49,460,454,16462.889415,50.384115,3,230
BE,2010,OTB_CRU,10<24m,27.7.g,MEG,meg.27.7b-k8abd,0.57354,463,463,457,16462.889415,50.384115,3,231
BE,2010,OTB_CRU,10<24m,27.7.g,MON,mon.27.78abd,0.691,2493.27,464,458,16462.889415,50.384115,3,232
BE,2010,OTB_CRU,10<24m,27.7.g,NEP.FU.22,nep.fu.22,0.472,1051.69,465,459,16462.889415,50.384115,3,235
BE,2010,OTB_CRU,10<24m,27.7.g,SOL,sol.27.7fg,7.936,84603.53,470,464,16462.889415,50.384115,3,237
BE,2010,OTB_CRU,10<24m,27.7.g,WHG,whg.27.7b-ce-k,0.764,553.64,472,466,16462.889415,50.384115,3,238
BE,2010,OTB_CRU,24<40m,27.7.d,HAD,had.27.7b-k,0.185,357.99,478,472,12882.92972,19.806815,5,239
BE,2010,OTB_CRU,24<40m,27.7.d,MON,mon.27.78abd,0.041,170.68,482,476,12882.92972,19.806815,5,242
BE,2010,OTB_CRU,24<40m,27.7.e,HAD,had.27.7b-k,0.005,2.6,494,488,3375,4,2,245
BE,2010,OTB_CRU,24<40m,27.7.e,MON,mon.27.78abd,0.011,42.08,496,490,3375,4,2,248
BE,2010,OTB_CRU,24<40m,27.7.e,WHG,whg.27.7b-ce-k,0.561,532.73,502,495,3375,4,2,251
BE,2010,OTB_CRU,24<40m,27.7.f,COD,cod.27.7e-k,0.303,777.08,503,496,49205.117412,63.705882,8,252
BE,2010,OTB_CRU,24<40m,27.7.f,HAD,had.27.7b-k,0.141,187.25,509,502,49205.117412,63.705882,8,253
BE,2010,OTB_CRU,24<40m,27.7.f,HKE,hke.27.3a46-8abd,0.027,23,510,503,49205.117412,63.705882,8,254
BE,2010,OTB_CRU,24<40m,27.7.f,MEG,meg.27.7b-k8abd,0.707208,957.55,514,507,49205.117412,63.705882,8,255
BE,2010,OTB_CRU,24<40m,27.7.f,MON,mon.27.78abd,1.475,5008.86,515,508,49205.117412,63.705882,8,256
BE,2010,OTB_CRU,24<40m,27.7.f,NEP.OUT.7,nep.out.7,0.116,151.33,516,509,49205.117412,63.705882,8,258
BE,2010,OTB_CRU,24<40m,27.7.f,SOL,sol.27.7fg,12.863,137222.03,523,516,49205.117412,63.705882,8,259
BE,2010,OTB_CRU,24<40m,27.7.f,WHG,whg.27.7b-ce-k,1.492,1703.64,525,518,49205.117412,63.705882,8,260
BE,2010,OTB_CRU,24<40m,27.7.g,COD,cod.27.7e-k,13.671,43160.46,526,519,281374.003081,407.698451,15,261
BE,2010,OTB_CRU,24<40m,27.7.g,HAD,had.27.7b-k,44.681,55937.54,532,525,281374.003081,407.698451,15,262
BE,2010,OTB_CRU,24<40m,27.7.g,HKE,hke.27.3a46-8abd,3.128,4401.93,535,528,281374.003081,407.698451,15,263
BE,2010,OTB_CRU,24<40m,27.7.g,MEG,meg.27.7b-k8abd,30.28386,43262.59,540,533,281374.003081,407.698451,15,264
BE,2010,OTB_CRU,24<40m,27.7.g,MON,mon.27.78abd,46.067,162386.08,541,534,281374.003081,407.698451,15,265
BE,2010,OTB_CRU,24<40m,27.7.g,NEP.FU.2021,nep.fu.2021,0.038,111.21,542,535,281374.003081,407.698451,15,267
BE,2010,OTB_CRU,24<40m,27.7.g,NEP.FU.22,nep.fu.22,10.081,34260.32,543,536,281374.003081,407.698451,15,268
BE,2010,OTB_CRU,24<40m,27.7.g,SOL,sol.27.7fg,57.523,674785.23,550,543,281374.003081,407.698451,15,270
BE,2010,OTB_CRU,24<40m,27.7.g,WHG,whg.27.7b-ce-k,28.419,26852.15,552,545,281374.003081,407.698451,15,271
BE,2010,SSC_DEF,24<40m,27.7.d,HAD,had.27.7b-k,0.054,53.46,556,549,94881.866357,102.133333,5,272
BE,2010,SSC_DEF,24<40m,27.7.d,MON,mon.27.78abd,0.066,227.4,560,553,94881.866357,102.133333,5,275
BE,2010,SSC_DEF,24<40m,27.7.d,HAD,had.27.7b-k,0.085,188.9,572,565,94881.866357,102.133333,5,272
BE,2010,SSC_DEF,24<40m,27.7.d,MON,mon.27.78abd,0.834,1949.78,578,571,94881.866357,102.133333,5,275
BE,2010,SSC_DEF,24<40m,27.7.e,COD,cod.27.7e-k,0.728,2324.65,586,579,18580,20,2,277
BE,2010,SSC_DEF,24<40m,27.7.e,HAD,had.27.7b-k,0.015,42.26,592,585,18580,20,2,278
BE,2010,SSC_DEF,24<40m,27.7.e,MON,mon.27.78abd,0.383,690,596,589,18580,20,2,281
BE,2010,SSC_DEF,24<40m,27.7.e,WHG,whg.27.7b-ce-k,4.441,4404.73,603,595,18580,20,2,284
BE,2010,TBB_DEF,10<24m,27.7.d,HAD,had.27.7b-k,0.05,32.4,610,602,439628.616501,1991.271185,74,285
BE,2010,TBB_DEF,10<24m,27.7.d,HKE,hke.27.3a46-8abd,0.007,13.71,613,605,439628.616501,1991.271185,74,286
BE,2010,TBB_DEF,10<24m,27.7.d,MON,mon.27.78abd,59.005,114513.36,617,609,439628.616501,1991.271185,74,288
BE,2010,TBB_DEF,10<24m,27.7.e,HAD,had.27.7b-k,0.062,65.91,630,622,1452.285588,6.571428,1,291
BE,2010,TBB_DEF,10<24m,27.7.e,HKE,hke.27.3a46-8abd,0.009,4.52,631,623,1452.285588,6.571428,1,292
BE,2010,TBB_DEF,10<24m,27.7.e,MON,mon.27.78abd,0.472,1897.81,633,625,1452.285588,6.571428,1,294
BE,2010,TBB_DEF,10<24m,27.7.e,WHG,whg.27.7b-ce-k,0.032,15.18,639,630,1452.285588,6.571428,1,297
BE,2010,TBB_DEF,10<24m,27.7.f,COD,cod.27.7e-k,0.26,541.26,640,631,8832,40,6,298
BE,2010,TBB_DEF,10<24m,27.7.f,HAD,had.27.7b-k,0.162,111.59,646,637,8832,40,6,299
BE,2010,TBB_DEF,10<24m,27.7.f,HKE,hke.27.3a46-8abd,0.008,21,647,638,8832,40,6,300
BE,2010,TBB_DEF,10<24m,27.7.f,MEG,meg.27.7b-k8abd,0.034128,25.03,650,641,8832,40,6,301
BE,2010,TBB_DEF,10<24m,27.7.f,MON,mon.27.78abd,1.255,1367.61,651,642,8832,40,6,302
BE,2010,TBB_DEF,10<24m,27.7.f,SOL,sol.27.7fg,12.098,112715.11,657,648,8832,40,6,305
BE,2010,TBB_DEF,10<24m,27.7.f,WHG,whg.27.7b-ce-k,1.161,624.51,659,650,8832,40,6,306
BE,2010,TBB_DEF,10<24m,27.7.g,HAD,had.27.7b-k,0.05,50.86,663,654,1326,6,2,308
BE,2010,TBB_DEF,10<24m,27.7.g,HKE,hke.27.3a46-8abd,0.004,2.18,664,655,1326,6,2,309
BE,2010,TBB_DEF,10<24m,27.7.g,MEG,meg.27.7b-k8abd,0.167796,81.64,666,657,1326,6,2,310
BE,2010,TBB_DEF,10<24m,27.7.g,MON,mon.27.78abd,0.187,748.65,667,658,1326,6,2,311
BE,2010,TBB_DEF,10<24m,27.7.g,SOL,sol.27.7fg,1.073,10784.72,671,662,1326,6,2,316
BE,2010,TBB_DEF,10<24m,27.7.g,WHG,whg.27.7b-ce-k,0.018,7.87,672,663,1326,6,2,317
BE,2010,TBB_DEF,24<40m,27.7.d,HAD,had.27.7b-k,1.79,1875.47,679,670,1553675.520791,1565.122026,82,318
BE,2010,TBB_DEF,24<40m,27.7.d,HKE,hke.27.3a46-8abd,0.171,327.34,682,673,1553675.520791,1565.122026,82,319
BE,2010,TBB_DEF,24<40m,27.7.d,MEG,meg.27.7b-k8abd,0.348864,851.73,687,678,1553675.520791,1565.122026,82,320
BE,2010,TBB_DEF,24<40m,27.7.d,MON,mon.27.78abd,64.725,246728.78,688,679,1553675.520791,1565.122026,82,321
BE,2010,TBB_DEF,24<40m,27.7.e,COD,cod.27.7e-k,4.464,11438.52,698,689,242684.207441,227.373112,41,323
BE,2010,TBB_DEF,24<40m,27.7.e,HAD,had.27.7b-k,3.475,3472.07,704,695,242684.207441,227.373112,41,324
BE,2010,TBB_DEF,24<40m,27.7.e,HKE,hke.27.3a46-8abd,0.231,385.19,705,696,242684.207441,227.373112,41,325
BE,2010,TBB_DEF,24<40m,27.7.e,MEG,meg.27.7b-k8abd,1.286436,2527.53,708,699,242684.207441,227.373112,41,326
BE,2010,TBB_DEF,24<40m,27.7.e,MON,mon.27.78abd,91.102,323376.36,709,700,242684.207441,227.373112,41,327
BE,2010,TBB_DEF,24<40m,27.7.e,WHG,whg.27.7b-ce-k,1.727,1801.95,717,707,242684.207441,227.373112,41,330
BE,2010,TBB_DEF,24<40m,27.7.f,COD,cod.27.7e-k,16.092,39873.54,718,708,754061.381662,682.646387,61,331
BE,2010,TBB_DEF,24<40m,27.7.f,HAD,had.27.7b-k,71.324,69975.22,724,714,754061.381662,682.646387,61,332
BE,2010,TBB_DEF,24<40m,27.7.f,HKE,hke.27.3a46-8abd,4.802,6810.38,725,715,754061.381662,682.646387,61,333
BE,2010,TBB_DEF,24<40m,27.7.f,MEG,meg.27.7b-k8abd,72.230016,102304.72,729,719,754061.381662,682.646387,61,334
BE,2010,TBB_DEF,24<40m,27.7.f,MON,mon.27.78abd,231.746,739881.69,730,720,754061.381662,682.646387,61,335
BE,2010,TBB_DEF,24<40m,27.7.f,SOL,sol.27.7fg,207.887,2042660.22,737,727,754061.381662,682.646387,61,338
BE,2010,TBB_DEF,24<40m,27.7.f,WHG,whg.27.7b-ce-k,43.076,27919.31,739,729,754061.381662,682.646387,61,339
BE,2010,TBB_DEF,24<40m,27.7.g,COD,cod.27.7e-k,15.87,42536.45,740,730,1086722.238869,989.302543,70,340
BE,2010,TBB_DEF,24<40m,27.7.g,HAD,had.27.7b-k,49.258,53324.24,746,736,1086722.238869,989.302543,70,341
BE,2010,TBB_DEF,24<40m,27.7.g,HKE,hke.27.3a46-8abd,3.487,4750.24,747,737,1086722.238869,989.302543,70,342
BE,2010,TBB_DEF,24<40m,27.7.g,MEG,meg.27.7b-k8abd,136.219068,254603.93,751,741,1086722.238869,989.302543,70,343
BE,2010,TBB_DEF,24<40m,27.7.g,MON,mon.27.78abd,192.709,619304.5,752,742,1086722.238869,989.302543,70,344
BE,2010,TBB_DEF,24<40m,27.7.g,NEP.FU.2021,nep.fu.2021,0.001,3.19,753,743,1086722.238869,989.302543,70,346
BE,2010,TBB_DEF,24<40m,27.7.g,NEP.FU.22,nep.fu.22,4.359,10099.82,754,744,1086722.238869,989.302543,70,347
BE,2010,TBB_DEF,24<40m,27.7.g,SOL,sol.27.7fg,320.533,3402663.44,761,751,1086722.238869,989.302543,70,349
BE,2010,TBB_DEF,24<40m,27.7.g,WHG,whg.27.7b-ce-k,20.91,14095.55,763,753,1086722.238869,989.302543,70,350
BE,2010,TBB_DEF,24<40m,27.7.h,COD,cod.27.7e-k,1.037,3666.78,764,754,26382.969181,25.847375,12,351
BE,2010,TBB_DEF,24<40m,27.7.h,HAD,had.27.7b-k,0.574,714.31,769,759,26382.969181,25.847375,12,352
BE,2010,TBB_DEF,24<40m,27.7.h,HKE,hke.27.3a46-8abd,0.412,826.02,770,760,26382.969181,25.847375,12,353
BE,2010,TBB_DEF,24<40m,27.7.h,MEG,meg.27.7b-k8abd,5.794176,4914.64,773,763,26382.969181,25.847375,12,354
BE,2010,TBB_DEF,24<40m,27.7.h,MON,mon.27.78abd,5.921,17571.08,774,764,26382.969181,25.847375,12,355
BE,2010,TBB_DEF,24<40m,27.7.h,WHG,whg.27.7b-ce-k,0.035,46.61,782,772,26382.969181,25.847375,12,358
BE,2011,MIS_MIS,10<24m,27.7.d,MON,mon.27.78abd,0.04,142.7,794,784,26499,121,3,367
BE,2011,MIS_MIS,24<40m,27.7.d,MON,mon.27.78abd,0.138,526.51,800,790,19860,30,3,372
BE,2011,MIS_MIS,24<40m,27.7.e,MON,mon.27.78abd,0.883,2051.74,805,795,23170,35,4,378
BE,2011,OTB_CRU,10<24m,27.7.d,MON,mon.27.78abd,0.008,51.73,817,806,19885.703871,32.320833,5,405
BE,2011,OTB_CRU,10<24m,27.7.f,COD,cod.27.7e-k,0.009,27.89,824,813,2369.442218,10.721458,2,407
BE,2011,OTB_CRU,10<24m,27.7.f,HKE,hke.27.3a46-8abd,0.001,1.81,829,818,2369.442218,10.721458,2,409
BE,2011,OTB_CRU,10<24m,27.7.f,NEP.OUT.7,nep.out.7,0.006,13.03,832,821,2369.442218,10.721458,2,413
BE,2011,OTB_CRU,10<24m,27.7.f,SOL,sol.27.7fg,1.237,16083.54,837,826,2369.442218,10.721458,2,414
BE,2011,OTB_CRU,10<24m,27.7.f,WHG,whg.27.7b-ce-k,0.001,0.39,839,828,2369.442218,10.721458,2,415
BE,2011,OTB_CRU,10<24m,27.7.g,COD,cod.27.7e-k,0.197,483.13,840,829,8901.556014,40.278534,2,416
BE,2011,OTB_CRU,10<24m,27.7.g,HAD,had.27.7b-k,3.294,2610.17,845,834,8901.556014,40.278534,2,417
BE,2011,OTB_CRU,10<24m,27.7.g,HKE,hke.27.3a46-8abd,0.006,9.75,846,835,8901.556014,40.278534,2,418
