Country,Year,Quarter,Metier,Vessel_length,Area,kw_days,Days_at_sea,No_vessels
BE,2009,Q2,OTB_CRU,10<24m,27.7.e,368.333186,1.666666,1
BE,2009,Q2,OTB_CRU,10<24m,27.7.f,3077.439807,13.925067,2
BE,2009,Q2,OTB_CRU,10<24m,27.7.g,7530.558867,34.074927,2
BE,2009,Q2,OTB_CRU,24<40m,27.4.b,16116.75,15.75,2
BE,2009,Q2,OTB_CRU,24<40m,27.4.c,105840.916643,128.357885,6
BE,2009,Q2,OTB_CRU,24<40m,27.7.a,3458.732217,4.56683,4
BE,2009,Q2,OTB_CRU,24<40m,27.7.d,8199.329058,9.89211,4
BE,2009,Q2,OTB_CRU,24<40m,27.7.f,5993,8,4
BE,2009,Q2,OTB_CRU,24<40m,27.7.g,142207.260244,175.433158,8
BE,2009,Q2,OTB_DEF,24<40m,27.4.a,47246.537447,39.846153,2
BE,2009,Q2,OTB_DEF,24<40m,27.4.b,21705.461354,18.153846,3
BE,2009,Q2,OTB_DEF,24<40m,27.4.b,22056,20,2
BE,2009,Q2,TBB_CRU,10<24m,27.4.c,139609,654,14
BE,2009,Q2,TBB_DEF,24<40m,27.4.a,32018.858511,31.472389,4
BE,2009,Q2,TBB_DEF,24<40m,27.4.b,169925.11641,163.527589,13
BE,2009,Q2,TBB_DEF,24<40m,27.4.b,4260,4,1
BE,2009,Q2,TBB_DEF,10<24m,27.4.b,7951.652492,36.021052,4
BE,2009,Q2,TBB_DEF,10<24m,27.4.c,285701.139198,1331.840839,36
BE,2009,Q2,TBB_DEF,10<24m,27.7.d,61381.185793,278.138007,15
BE,2009,Q2,TBB_DEF,10<24m,27.7.f,8154,37,6
BE,2009,Q2,TBB_DEF,24<40m,27.4.b,148635.056598,145.402052,10
BE,2009,Q2,TBB_DEF,24<40m,27.4.c,283185.937761,317.588593,23
BE,2009,Q2,TBB_DEF,24<40m,27.7.a,244575.810515,234.785968,16
BE,2009,Q2,TBB_DEF,24<40m,27.7.d,138321.927305,144.860443,28
BE,2009,Q2,TBB_DEF,24<40m,27.7.e,53492.142438,49.525179,17
BE,2009,Q2,TBB_DEF,24<40m,27.7.f,440495.55545,421.315025,34
BE,2009,Q2,TBB_DEF,24<40m,27.7.g,266142.515218,265.522684,29
BE,2009,Q2,TBB_DEF,24<40m,27.8.a,25005.726786,21.814284,6
BE,2009,Q2,TBB_DEF,24<40m,27.8.b,310496.263095,280.185707,18
BE,2009,Q3,GNS_DEF,10<24m,27.4.c,47364,120,4
BE,2009,Q3,MIS_MIS,24<40m,27.7.d,3972,6,1
BE,2009,Q3,MIS_MIS,24<40m,27.7.e,41044,62,1
BE,2009,Q3,OTB_CRU,10<24m,27.4.b,45747,207,4
BE,2009,Q3,OTB_CRU,10<24m,27.4.c,1989,9,1
BE,2009,Q3,OTB_CRU,10<24m,27.7.f,928.2,4.2,1
BE,2009,Q3,OTB_CRU,10<24m,27.7.g,1060.8,4.8,1
BE,2009,Q3,OTB_CRU,24<40m,27.4.b,43025.799778,49.683333,6
BE,2009,Q3,OTB_CRU,24<40m,27.4.c,89582.19889,109.316665,7
BE,2009,Q3,OTB_CRU,24<40m,27.7.a,14786.705706,17.507406,4
BE,2009,Q3,OTB_CRU,24<40m,27.7.d,1102,2,1
BE,2009,Q3,OTB_CRU,24<40m,27.7.f,35025,45,5
BE,2009,Q3,OTB_CRU,24<40m,27.7.g,175457.291539,200.492589,8
BE,2009,Q3,OTB_DEF,10<24m,27.4.b,7983,9,1
BE,2009,Q3,OTB_DEF,24<40m,27.4.a,30567.819868,27.717948,3
BE,2009,Q3,OTB_DEF,24<40m,27.4.b,15260.178382,15.28205,4
BE,2009,Q3,OTB_DEF,24<40m,27.4.c,1176,1,1
BE,2009,Q3,OTB_DEF,10<24m,27.4.b,1774,2,1
BE,2009,Q3,OTB_DEF,24<40m,27.4.b,41241,37,3
BE,2009,Q3,TBB_CRU,10<24m,27.4.b,880,4,1
BE,2009,Q3,TBB_CRU,10<24m,27.4.c,332588,1555,27
BE,2009,Q3,TBB_DEF,10<24m,27.4.b,7983,9,1
BE,2009,Q3,TBB_DEF,24<40m,27.4.a,11421.056537,9.564538,4
BE,2009,Q3,TBB_DEF,24<40m,27.4.b,143874.923089,126.435445,8
BE,2009,Q3,TBB_DEF,10<24m,27.4.c,116705.419626,546.634867,26
BE,2009,Q3,TBB_DEF,10<24m,27.7.d,41070.735709,186.198415,13
BE,2009,Q3,TBB_DEF,10<24m,27.7.e,331.499779,1.499999,2
BE,2009,Q3,TBB_DEF,10<24m,27.7.f,4496.133186,20.466666,3
BE,2009,Q3,TBB_DEF,10<24m,27.7.g,3129.2,14.2,3
BE,2009,Q3,TBB_DEF,24<40m,27.4.b,251436.575788,233.331239,15
BE,2009,Q3,TBB_DEF,24<40m,27.4.c,317817.785188,309.74535,25
BE,2009,Q3,TBB_DEF,24<40m,27.7.a,82157.323919,88.447055,10
BE,2009,Q3,TBB_DEF,24<40m,27.7.d,157277.917825,164.990057,15
BE,2009,Q3,TBB_DEF,24<40m,27.7.e,87116.248826,79.246236,8
BE,2009,Q3,TBB_DEF,24<40m,27.7.f,93149.746626,89.325437,15
BE,2009,Q3,TBB_DEF,24<40m,27.7.g,259870.816866,254.763761,20
BE,2009,Q3,TBB_DEF,24<40m,27.7.h,1929.83934,1.984125,2
BE,2009,Q3,TBB_DEF,24<40m,27.8.a,55352.375868,51.969063,8
BE,2009,Q3,TBB_DEF,24<40m,27.8.b,582574.276224,515.197591,18
BE,2009,Q4,GNS_DEF,10<24m,27.4.c,1350,3,1
BE,2009,Q4,GNS_DEF,10<24m,27.4.c,1146,3,1
BE,2009,Q4,GNS_DEF,10<24m,27.4.c,23791,55,4
BE,2009,Q4,GNS_DEF,10<24m,27.7.d,10350,23,1
BE,2009,Q4,MIS_MIS,10<24m,27.7.d,10512,48,1
BE,2009,Q4,MIS_MIS,24<40m,27.4.b,1858,2,1
BE,2009,Q4,MIS_MIS,24<40m,27.4.c,5574,6,1
BE,2009,Q4,MIS_MIS,24<40m,27.7.d,42390,60,2
BE,2009,Q4,OTB_CRU,10<24m,27.4.b,18122,82,4
BE,2009,Q4,OTB_CRU,10<24m,27.4.c,30029,73,4
BE,2009,Q4,OTB_CRU,24<40m,27.4.b,4470,6,2
BE,2009,Q4,OTB_CRU,24<40m,27.4.c,92905.435003,123.190484,5
BE,2009,Q4,OTB_CRU,24<40m,27.7.a,8904,14,2
BE,2009,Q4,OTB_CRU,24<40m,27.7.d,10478.557494,14.809506,3
BE,2009,Q4,OTB_CRU,24<40m,27.7.f,32307,40,4
BE,2009,Q4,OTB_CRU,24<40m,27.7.g,42768,66.5,4
BE,2009,Q4,OTB_CRU,24<40m,27.7.h,441,0.5,1
BE,2009,Q4,OTB_DEF,10<24m,27.4.c,4641,21,2
BE,2009,Q4,OTB_DEF,10<24m,27.4.b,2661,3,1
BE,2009,Q4,OTB_DEF,10<24m,27.4.c,663,3,1
BE,2009,Q4,TBB_CRU,10<24m,27.4.b,4280.83326,19.458333,1
BE,2009,Q4,TBB_CRU,10<24m,27.4.c,247309.16652,1156.541666,25
BE,2009,Q4,TBB_DEF,24<40m,27.4.a,16368.892885,13.642016,2
BE,2009,Q4,TBB_DEF,24<40m,27.4.b,196279.093916,178.357973,10
BE,2009,Q4,TBB_DEF,10<24m,27.4.b,14192,16,1
BE,2009,Q4,TBB_DEF,24<40m,27.4.b,3828,4,1
BE,2009,Q4,TBB_DEF,10<24m,27.4.c,62524.718198,294.341358,26
BE,2009,Q4,TBB_DEF,10<24m,27.7.d,106966.263711,484.65856,19
BE,2009,Q4,TBB_DEF,10<24m,27.7.f,495.934387,2.244047,1
BE,2009,Q4,TBB_DEF,10<24m,27.7.g,1272.065392,5.755952,1
BE,2009,Q4,TBB_DEF,24<40m,27.4.b,224179.55546,208.972932,19
BE,2009,Q4,TBB_DEF,24<40m,27.4.c,727262.451233,690.127568,36
BE,2009,Q4,TBB_DEF,24<40m,27.7.a,157665.493806,146.305882,9
BE,2009,Q4,TBB_DEF,24<40m,27.7.d,532748.361791,513.156456,30
BE,2009,Q4,TBB_DEF,24<40m,27.7.e,51760.562176,45.565711,12
BE,2009,Q4,TBB_DEF,24<40m,27.7.f,155672.253886,140.010533,18
BE,2009,Q4,TBB_DEF,24<40m,27.7.g,215046.170189,205.860782,19
BE,2010,Q1,GNS_DEF,10<24m,27.4.c,16824,42,3
BE,2010,Q1,GNS_DEF,10<24m,27.7.d,6300,14,1
BE,2010,Q1,MIS_MIS,10<24m,27.7.d,7227,33,1
BE,2010,Q1,MIS_MIS,24<40m,27.7.a,19198,29,1
BE,2010,Q1,MIS_MIS,24<40m,27.7.d,15226,23,1
BE,2010,Q1,MIS_MIS,24<40m,27.7.e,5958,9,1
BE,2010,Q1,MIS_MIS,24<40m,27.7.f,662,1,1
BE,2010,Q1,OTB_CRU,10<24m,27.4.b,663,3,1
BE,2010,Q1,OTB_CRU,10<24m,27.4.c,21721,35,3
BE,2010,Q1,OTB_CRU,10<24m,27.7.d,11531,13,1
BE,2010,Q1,OTB_CRU,24<40m,27.4.b,666,1,1
BE,2010,Q1,OTB_CRU,24<40m,27.4.c,28219.852458,39.784313,3
BE,2010,Q1,OTB_CRU,24<40m,27.7.a,4984.384254,7.129554,2
BE,2010,Q1,OTB_CRU,24<40m,27.7.d,9961.145544,15.215684,2
BE,2010,Q1,OTB_CRU,24<40m,27.7.f,903,1,1
BE,2010,Q1,OTB_CRU,24<40m,27.7.g,33860.614644,51.870444,2
BE,2010,Q1,OTB_DEF,10<24m,27.4.b,887,1,1
BE,2010,Q1,OTB_DEF,10<24m,27.4.c,1326,6,1
BE,2010,Q1,OTB_DEF,10<24m,27.4.b,7983,9,1
BE,2010,Q1,OTB_DEF,10<24m,27.4.b,3548,4,1
BE,2010,Q1,SSC_DEF,24<40m,27.4.c,1548.332714,1.666666,1
BE,2010,Q1,SSC_DEF,24<40m,27.7.d,36540.666357,39.333333,1
BE,2010,Q1,SSC_DEF,24<40m,27.7.e,9290,10,1
BE,2010,Q1,TBB_CRU,10<24m,27.4.b,13260,60,1
BE,2010,Q1,TBB_CRU,10<24m,27.4.c,53364,251,12
BE,2010,Q1,TBB_DEF,10<24m,27.4.c,98451.377148,452.176124,32
BE,2010,Q1,TBB_DEF,10<24m,27.7.d,157573.602094,713.823782,22
BE,2010,Q1,TBB_DEF,10<24m,27.7.f,7727,35,5
BE,2010,Q1,TBB_DEF,24<40m,27.4.b,3745.99841,3.454544,2
BE,2010,Q1,TBB_DEF,24<40m,27.4.c,653470.124437,611.873754,31
BE,2010,Q1,TBB_DEF,24<40m,27.7.a,275518.176113,245.723212,16
BE,2010,Q1,TBB_DEF,24<40m,27.7.d,859731.969728,828.298216,31
BE,2010,Q1,TBB_DEF,24<40m,27.7.e,119116.609704,108.422365,17
BE,2010,Q1,TBB_DEF,24<40m,27.7.f,182271.931512,156.849818,15
BE,2010,Q1,TBB_DEF,24<40m,27.7.g,102903.043363,93.211289,14
BE,2010,Q1,TBB_DEF,24<40m,27.7.h,199.9992,0.166666,1
BE,2010,Q2,GNS_DEF,10<24m,27.4.c,471,1,1
BE,2010,Q2,GNS_DEF,10<24m,27.4.c,4239,9,1
BE,2010,Q2,GNS_DEF,10<24m,27.4.c,43613,106,4
BE,2010,Q2,GTR_DEF,10<24m,27.4.c,9900,22,1
BE,2010,Q2,GTR_DEF,10<24m,27.7.d,4050,9,1
BE,2010,Q2,MIS_MIS,24<40m,27.7.d,1324,2,1
BE,2010,Q2,MIS_MIS,24<40m,27.7.e,35085.999338,52.999999,1
BE,2010,Q2,OTB_CRU,10<24m,27.4.b,7072,32,3
BE,2010,Q2,OTB_CRU,10<24m,27.4.c,40832.696746,88.081958,6
BE,2010,Q2,OTB_CRU,10<24m,27.7.a,90.999844,0.411764,1
BE,2010,Q2,OTB_CRU,10<24m,27.7.d,7318.966077,8.251371,1
BE,2010,Q2,OTB_CRU,10<24m,27.7.e,591.332742,0.666666,1
BE,2010,Q2,OTB_CRU,10<24m,27.7.f,568.285588,2.571428,1
BE,2010,Q2,OTB_CRU,10<24m,27.7.g,8867.714126,16.016806,2
BE,2010,Q2,OTB_CRU,24<40m,27.4.b,5418,6,1
BE,2010,Q2,OTB_CRU,24<40m,27.4.c,78821.646432,100.882352,4
BE,2010,Q2,OTB_CRU,24<40m,27.6.a,1176,1,1
BE,2010,Q2,OTB_CRU,24<40m,27.7.a,3399.030447,4.523347,3
BE,2010,Q2,OTB_CRU,24<40m,27.7.d,744.352902,1.117647,1
BE,2010,Q2,OTB_CRU,24<40m,27.7.e,666,1,1
BE,2010,Q2,OTB_CRU,24<40m,27.7.f,6189,8,2
BE,2010,Q2,OTB_CRU,24<40m,27.7.g,87374.963969,119.476644,6
BE,2010,Q2,OTB_DEF,24<40m,27.4.a,35156.209536,29.894736,1
BE,2010,Q2,OTB_DEF,24<40m,27.4.b,4827.789288,4.105263,1
BE,2010,Q2,OTB_DEF,24<40m,27.4.b,19200,16,1
BE,2010,Q2,SSC_DEF,10<24m,27.4.c,3297,7,1
BE,2010,Q2,SSC_DEF,24<40m,27.4.b,8361,9,1
BE,2010,Q2,SSC_DEF,24<40m,27.4.c,9290,10,1
BE,2010,Q2,SSC_DEF,24<40m,27.7.d,13006,14,1
BE,2010,Q2,SSC_DEF,24<40m,27.7.e,9290,10,1
BE,2010,Q2,TBB_CRU,10<24m,27.4.b,3978,18,1
BE,2010,Q2,TBB_CRU,10<24m,27.4.c,160672,768,14
BE,2010,Q2,TBB_DEF,24<40m,27.4.a,33972.882097,28.328495,3
BE,2010,Q2,TBB_DEF,24<40m,27.4.b,70510.109506,60.671498,5
BE,2010,Q2,TBB_DEF,24<40m,27.4.b,14332,13,2
BE,2010,Q2,TBB_DEF,10<24m,27.4.b,5083,23,2
BE,2010,Q2,TBB_DEF,10<24m,27.4.c,272771.870027,1261.151871,38
BE,2010,Q2,TBB_DEF,10<24m,27.7.d,79555.820539,360.276593,19
BE,2010,Q2,TBB_DEF,10<24m,27.7.e,1452.285588,6.571428,1
BE,2010,Q2,TBB_DEF,10<24m,27.7.f,1105,5,1
BE,2010,Q2,TBB_DEF,10<24m,27.7.g,1326,6,2
BE,2010,Q2,TBB_DEF,24<40m,27.4.b,77108.008893,67.42521,9
BE,2010,Q2,TBB_DEF,24<40m,27.4.c,237700.843763,256.058764,24
BE,2010,Q2,TBB_DEF,24<40m,27.7.a,181749.702895,178.923004,16
BE,2010,Q2,TBB_DEF,24<40m,27.7.d,126368.178472,118.203725,14
BE,2010,Q2,TBB_DEF,24<40m,27.7.e,21651.648096,19.471659,8
BE,2010,Q2,TBB_DEF,24<40m,27.7.f,394856.190165,371.812559,20
BE,2010,Q2,TBB_DEF,24<40m,27.7.g,279539.816073,262.702095,22
BE,2010,Q2,TBB_DEF,24<40m,27.7.h,14564.555278,14.402933,4
BE,2010,Q2,TBB_DEF,24<40m,27.8.a,20754.785546,19.898691,8
BE,2010,Q2,TBB_DEF,24<40m,27.8.b,230571.205311,198.101301,13
BE,2010,Q3,GNS_DEF,10<24m,27.4.c,79540,168,6
BE,2010,Q3,GTR_DEF,10<24m,27.4.c,7485,16,2
BE,2010,Q3,GTR_DEF,10<24m,27.7.d,1800,4,1
BE,2010,Q3,MIS_MIS,10<24m,27.4.c,221,1,1
BE,2010,Q3,MIS_MIS,24<40m,27.7.d,36410,55,1
BE,2010,Q3,MIS_MIS,24<40m,27.7.e,13902,21,1
BE,2010,Q3,OTB_CRU,10<24m,27.4.b,51726,222,6
BE,2010,Q3,OTB_CRU,10<24m,27.4.c,43749.5,95.5,3
BE,2010,Q3,OTB_CRU,10<24m,27.7.a,363.315602,1.643962,1
BE,2010,Q3,OTB_CRU,10<24m,27.7.d,4766.5,6.5,2
BE,2010,Q3,OTB_CRU,10<24m,27.7.f,5522.506015,24.988715,1
BE,2010,Q3,OTB_CRU,10<24m,27.7.g,7595.175289,34.367309,1
BE,2010,Q3,OTB_CRU,24<40m,27.4.b,2709,3,1
BE,2010,Q3,OTB_CRU,24<40m,27.4.c,45596.567509,66.526514,3
BE,2010,Q3,OTB_CRU,24<40m,27.7.a,3693.623415,5.407665,2
BE,2010,Q3,OTB_CRU,24<40m,27.7.d,2177.431274,3.473484,2
BE,2010,Q3,OTB_CRU,24<40m,27.7.e,2709,3,1
BE,2010,Q3,OTB_CRU,24<40m,27.7.f,36758.117412,47.705882,3
BE,2010,Q3,OTB_CRU,24<40m,27.7.g,116377.252997,158.886442,5
BE,2010,Q3,OTB_DEF,10<24m,27.4.b,12418,14,1
BE,2010,Q3,OTB_DEF,24<40m,27.4.a,44688,38,1
BE,2010,Q3,OTB_DEF,24<40m,27.4.b,9408,8,1
BE,2010,Q3,OTB_DEF,24<40m,27.4.b,34800,29,1
BE,2010,Q3,SSC_DEF,24<40m,27.4.c,5574,6,1
BE,2010,Q3,SSC_DEF,24<40m,27.4.b,7432,8,1
BE,2010,Q3,SSC_DEF,24<40m,27.4.c,15049.8,16.2,1
BE,2010,Q3,SSC_DEF,24<40m,27.7.d,10033.2,10.8,1
BE,2010,Q3,TBB_CRU,10<24m,27.4.c,299605,1417,26
BE,2010,Q3,TBB_DEF,24<40m,27.4.a,2618.1816,2.181818,1
BE,2010,Q3,TBB_DEF,24<40m,27.4.b,196305.807601,169.818173,7
BE,2010,Q3,TBB_DEF,24<40m,27.4.b,5298,6,1
BE,2010,Q3,TBB_DEF,10<24m,27.4.b,884,4,1
BE,2010,Q3,TBB_DEF,10<24m,27.4.c,139873.327495,640.35506,25
BE,2010,Q3,TBB_DEF,10<24m,27.7.d,73641.652865,333.644851,14
BE,2010,Q3,TBB_DEF,24<40m,27.4.b,130582.491731,112.722001,12
BE,2010,Q3,TBB_DEF,24<40m,27.4.c,257512.876448,272.124296,22
BE,2010,Q3,TBB_DEF,24<40m,27.7.a,123730.45299,115.638105,11
BE,2010,Q3,TBB_DEF,24<40m,27.7.d,55626.607928,71.564687,11
BE,2010,Q3,TBB_DEF,24<40m,27.7.e,50240.341628,46.492643,5
BE,2010,Q3,TBB_DEF,24<40m,27.7.f,40728.5165,36.374125,9
BE,2010,Q3,TBB_DEF,24<40m,27.7.g,338048.043308,302.361891,15
BE,2010,Q3,TBB_DEF,24<40m,27.7.h,11618.414703,11.277776,7
BE,2010,Q3,TBB_DEF,24<40m,27.8.a,31575.484704,29.918128,2
BE,2010,Q3,TBB_DEF,24<40m,27.8.b,571223.732684,486.526312,13
BE,2010,Q4,GNS_DEF,10<24m,27.4.c,1413,3,1
BE,2010,Q4,GNS_DEF,10<24m,27.4.c,39807,83,5
BE,2010,Q4,GNS_DEF,10<24m,27.7.d,2948,4,1
BE,2010,Q4,GTR_DEF,10<24m,27.7.d,12600,28,1
BE,2010,Q4,MIS_MIS,10<24m,27.4.c,2826,6,1
BE,2010,Q4,MIS_MIS,10<24m,27.7.d,11388,52,1
BE,2010,Q4,MIS_MIS,24<40m,27.7.a,20522,31,1
BE,2010,Q4,MIS_MIS,24<40m,27.7.d,6620,10,1
BE,2010,Q4,OTB_CRU,10<24m,27.4.c,6409,29,1
BE,2010,Q4,OTB_CRU,10<24m,27.4.b,17901,81,5
BE,2010,Q4,OTB_CRU,10<24m,27.4.c,40560.052271,69.421051,7
BE,2010,Q4,OTB_CRU,10<24m,27.7.d,6984.947066,25.578946,3
BE,2010,Q4,OTB_CRU,24<40m,27.4.c,72029,97,4
BE,2010,Q4,OTB_CRU,24<40m,27.7.a,5253.826876,9.535076,1
BE,2010,Q4,OTB_CRU,24<40m,27.7.f,5355,7,2
BE,2010,Q4,OTB_CRU,24<40m,27.7.g,43761.171471,77.464921,2
BE,2010,Q4,OTB_DEF,10<24m,27.4.b,3548,4,1
BE,2010,Q4,OTB_DEF,10<24m,27.4.c,2873,13,1
BE,2010,Q4,SSC_DEF,24<40m,27.4.c,2787,3,1
BE,2010,Q4,SSC_DEF,24<40m,27.7.d,10219,11,1
BE,2010,Q4,SSC_DEF,24<40m,27.7.d,25083,27,1
BE,2010,Q4,TBB_CRU,10<24m,27.4.c,279026.99978,1301.999999,30
BE,2010,Q4,TBB_DEF,10<24m,27.4.b,5322,6,1
BE,2010,Q4,TBB_DEF,24<40m,27.4.a,8059.902,6.716585,1
BE,2010,Q4,TBB_DEF,24<40m,27.4.b,247872.081202,208.283401,9
BE,2010,Q4,TBB_DEF,10<24m,27.4.c,42529.441991,199.473964,26
BE,2010,Q4,TBB_DEF,10<24m,27.7.d,128857.541003,583.525959,19
BE,2010,Q4,TBB_DEF,24<40m,27.4.b,224929.747729,195.544018,11
BE,2010,Q4,TBB_DEF,24<40m,27.4.c,591558.981444,579.291202,29
BE,2010,Q4,TBB_DEF,24<40m,27.7.a,49843.741364,46.485713,4
BE,2010,Q4,TBB_DEF,24<40m,27.7.d,511948.764663,547.055398,26
BE,2010,Q4,TBB_DEF,24<40m,27.7.e,51675.608013,52.986445,11
BE,2010,Q4,TBB_DEF,24<40m,27.7.f,136204.743485,117.609885,17
BE,2010,Q4,TBB_DEF,24<40m,27.7.g,366231.336125,331.027268,19
BE,2011,Q1,GNS_DEF,10<24m,27.4.c,942,2,1
BE,2011,Q1,GNS_DEF,10<24m,27.4.c,46228,89,4
BE,2011,Q1,GTR_DEF,10<24m,27.4.c,2700,6,1
BE,2011,Q1,GTR_DEF,10<24m,27.7.d,4050,9,1
BE,2011,Q1,MIS_MIS,10<24m,27.7.d,11607,53,1
BE,2011,Q1,MIS_MIS,24<40m,27.7.a,27804,42,1
BE,2011,Q1,MIS_MIS,24<40m,27.7.e,3972,6,1
BE,2011,Q1,MIS_MIS,24<40m,27.7.f,662,1,1
BE,2011,Q1,OTB_CRU,10<24m,27.4.b,12388,44,2
BE,2011,Q1,OTB_CRU,10<24m,27.4.c,24797,67,3
BE,2011,Q1,OTB_CRU,10<24m,27.7.d,884,4,1
BE,2011,Q1,OTB_CRU,24<40m,27.4.c,16259.5,24.5,2
BE,2011,Q1,OTB_CRU,24<40m,27.7.a,619.875,1.125,1
BE,2011,Q1,OTB_CRU,24<40m,27.7.d,19474.5,29.5,2
BE,2011,Q1,OTB_CRU,24<40m,27.7.f,1102,2,1
BE,2011,Q1,OTB_CRU,24<40m,27.7.g,28032.125,50.875,1
BE,2011,Q1,OTB_DEF,10<24m,27.4.b,3548,4,1
BE,2011,Q1,OTB_DEF,10<24m,27.4.b,3548,4,1
BE,2011,Q1,SSC_DEF,24<40m,27.7.d,24154,26,1
BE,2011,Q1,SSC_DEF,24<40m,27.7.e,16722,18,1
BE,2011,Q1,TBB_CRU,10<24m,27.4.c,53659,257,8
BE,2011,Q1,TBB_DEF,10<24m,27.4.c,91507.975168,426.356353,32
BE,2011,Q1,TBB_DEF,10<24m,27.7.d,164432.013785,744.643597,21
BE,2011,Q1,TBB_DEF,10<24m,27.7.f,15684.999558,70.999998,6
BE,2011,Q1,TBB_DEF,24<40m,27.4.b,24145.8936,20.131578,2
BE,2011,Q1,TBB_DEF,24<40m,27.4.c,247263.471504,244.21487,22
BE,2011,Q1,TBB_DEF,24<40m,27.7.a,217404.545395,194.074327,10
BE,2011,Q1,TBB_DEF,24<40m,27.7.d,882748.925195,896.867376,27
BE,2011,Q1,TBB_DEF,24<40m,27.7.e,106356.578275,103.99432,19
BE,2011,Q1,TBB_DEF,24<40m,27.7.f,268266.849723,247.039418,17
BE,2011,Q1,TBB_DEF,24<40m,27.7.g,302511.630415,262.778011,19
BE,2011,Q1,TBB_DEF,24<40m,27.7.h,1080,0.9,1
BE,2011,Q2,GNS_DEF,10<24m,27.4.c,471,1,1
BE,2011,Q2,GNS_DEF,10<24m,27.4.c,4191,6,2
BE,2011,Q2,GNS_DEF,10<24m,27.4.c,44729,98,3
BE,2011,Q2,GTR_DEF,10<24m,27.4.c,9450,21,1
BE,2011,Q2,GTR_DEF,10<24m,27.7.d,4050,9,1
BE,2011,Q2,MIS_MIS,10<24m,27.7.d,1971,9,1
BE,2011,Q2,MIS_MIS,24<40m,27.7.a,9267.999338,13.999999,1
BE,2011,Q2,MIS_MIS,24<40m,27.7.d,1324,2,1
BE,2011,Q2,MIS_MIS,24<40m,27.7.e,14564,22,1
BE,2011,Q2,MIS_MIS,24<40m,27.7.g,662,1,1
BE,2011,Q2,OTB_CRU,10<24m,27.4.b,20332,92,5
BE,2011,Q2,OTB_CRU,10<24m,27.4.c,45247.295242,102.679166,4
BE,2011,Q2,OTB_CRU,10<24m,27.7.d,14566.703871,23.320833,3
BE,2011,Q2,OTB_CRU,10<24m,27.7.f,457.785588,2.071428,1
BE,2011,Q2,OTB_CRU,10<24m,27.7.g,1310.21397,5.92857,1
