country,metier,year,landIC,percLandIC,landAccess,percLandAccess,matchTo
DK,OTB_CRU_70-99_0_0_all,2014,516768,0.960159004,967.7013727,0.996863483,
DK,OTB_CRU_70-99_0_0_all_FDF,2014,94149,0.994647101,165.755594,0.999390103,
DK,OTB_CRU_90-119_0_0_all,2014,3630046,0.635036057,6705.721238,0.956748002,
DK,OTB_CRU_90-119_0_0_all_FDF,2014,38983,0.998669862,86.84291385,0.999751772,
DK,OTB_DEF_>=120_0_0_all,2014,7158069,0.397579137,9708.835476,0.931454865,
DK,OTB_DEF_>=120_0_0_all_FDF,2014,8819373,0.219459329,10087.12824,0.914284948,
DK,OTB_SPF_32-69_0_0_all,2014,157.16,0.989594027,171564.8972,0.896446027,
DK,OTM_SPF_32-69_0_0_all,2014,12822,0.999999253,NA,NA,
DK,Passive,2014,1062346,0.947299864,NA,NA,
DK,SDN_DEF_>=120_0_0_all,2014,2148309,0.763817154,5274.662222,0.966076156,
DK,SDN_DEF_>=120_0_0_all_FDF,2014,1382733,0.888826243,2563.165184,0.992379191,
DK,SSC_DEF_>=120_0_0_all,2014,3026994,0.710359107,3149.863002,0.97751701,
DK,SSC_DEF_>=120_0_0_all_FDF,2014,NA,NA,5.466914906,0.999999317,SSC_DEF_>=120_0_0_all
DK,TBB_CRU_16-31_0_0_all,2014,NA,NA,3103228,0.983005018,MIS_MIS_0_0_0_IBC
DK,TBB_DEF_>=120_0_0_all,2014,1287523,0.92086468,1567.969065,0.995152119,
DK,Active,2015,264105,0.985840177,NA,NA,
DK,FPO_CRU_>0_0_0_all,2015,NA,NA,20.17339209,0.999942696,MIS_MIS_0_0_0_IBC
DK,GNS_DEF_100-119_0_0_all,2015,193924,0.995156442,234.9298466,0.999704519,
DK,GNS_DEF_120-219_0_0_all,2015,5592449,0.543488024,7155.249742,0.961565706,
DK,GNS_DEF_120-219_0_0_all_FDF,2015,41614,0.998950358,45.57787805,0.999873607,
DK,GNS_DEF_>=220_0_0_all,2015,242661,0.991018308,491.9590026,0.998660537,
DK,Gillnets set,2015,1248369,0.913696771,NA,NA,
DK,LLS_FIF_0_0_0_all,2015,NA,NA,71.57488286,0.999807824,Longline set
DK,Longline set,2015,35323,0.999704114,NA,NA,
DK,MIS_MIS_0_0_0_HC,2015,1397949,0.887057887,507.0239287,0.997950484,
DK,MIS_MIS_0_0_0_IBC,2015,3923229,0.718017166,476452.2908,0.687671887,
DK,OTB_CRU_16-31_0_0_all,2015,NA,NA,19.72707581,1,MIS_MIS_0_0_0_IBC
DK,OTB_CRU_32-69_0_0_all,2015,345694,0.973553444,3000.974687,0.989583761,
DK,OTB_CRU_70-89_2_35_all,2015,2356,0.999996842,19.97581923,0.999971528,
DK,OTB_CRU_70-99_0_0_all,2015,441.39,0.966176697,844.6443148,0.99616101,
DK,OTB_CRU_90-119_0_0_all,2015,3132471,0.784860809,5593.232171,0.978833321,
DK,OTB_CRU_90-119_0_0_all_FDF,2015,11362,0.999946567,27.69458582,0.99991358,
DK,OTB_DEF_>=120_0_0_all,2015,10161288,0.216831221,13404.30176,0.93538657,
DK,OTB_DEF_>=120_0_0_all_FDF,2015,9715558,0.424151032,10982.92007,0.95123841,
DK,OTB_SPF_32-69_0_0_all,2015,136179,0.998062359,158224.3927,0.916039908,
DK,Passive,2015,311684,0.980204453,NA,NA,
DK,Pelagic trawlers,2015,874.58797,0.93235956,NA,NA,
DK,SDN_DEF_>=120_0_0_all,2015,1953597,0.826548519,6370.604776,0.970760511,
DK,SDN_DEF_>=120_0_0_all_FDF,2015,645.9,0.946142388,732.8097514,0.997218687,
DK,SSC_DEF_>=120_0_0_all,2015,4255671,0.634299576,4447.449627,0.985252402,
DK,SSC_DEF_>=120_0_0_all_FDF,2015,497471,0.956757897,488.3914016,0.99936544,
DK,TBB_CRU_16-31_0_0_all,2015,148,1,2107.252759,0.992625196,
DK,TBB_DEF_>=120_0_0_all,2015,1437681,0.857227122,1605.138734,0.99494192,
DK,Active,2016,140844,0.997596644,NA,NA,
DK,FPO_CRU_0_0_0_all,2016,11,1,NA,NA,
DK,FPO_CRU_>0_0_0_all,2016,NA,NA,131.8862944,0.999682652,FPO_CRU_0_0_0_all
DK,GNS_DEF_100-119_0_0_all,2016,292245,0.988025774,345.6832478,0.999434065,
DK,GNS_DEF_120-219_0_0_all,2016,5487724,0.605169964,7091.700378,0.949786139,
DK,GNS_DEF_120-219_0_0_all_FDF,2016,48469,0.999443258,53.59698719,0.999938836,
DK,GNS_DEF_>=220_0_0_all,2016,339805,0.983282602,571.6890886,0.996837927,
DK,Gillnets set,2016,1313244,0.941574647,NA,NA,
DK,LLS_FIF_0_0_0_all,2016,NA,NA,29.65995934,0.99999474,Longline set
DK,Longline set,2016,32687,0.999973772,NA,NA,
DK,MIS_MIS_0_0_0_HC,2016,2406243,0.865029103,549.7667188,0.997874159,
DK,MIS_MIS_0_0_0_IBC,2016,5902511,0.516103538,275886.6976,0.520007188,
DK,OTB_CRU_16-31_0_0_all,2016,NA,NA,0.554243228,1,MIS_MIS_0_0_0_IBC
DK,OTB_CRU_32-69_0_0_all,2016,438222,0.970859191,2369.251861,0.986042596,
DK,OTB_CRU_70-99_0_0_all,2016,425649,0.977767526,1111.414533,0.99394975,
DK,OTB_CRU_90-119_0_0_all,2016,4047229,0.825975488,6768.837849,0.962544435,
DK,OTB_CRU_90-119_0_0_all_FDF,2016,1437,0.999997095,2.236255593,0.999998955,
DK,OTB_DEF_>=120_0_0_all,2016,16647959,0.270198392,19079.7318,0.916527874,
DK,OTB_DEF_>=120_0_0_all_FDF,2016,9248648,0.42030507,10553.27233,0.936419292,
DK,OTB_SPF_32-69_0_0_all,2016,222375,0.995310728,191291.9424,0.880565294,
DK,Passive,2016,226479,0.991701555,NA,NA,
DK,Pelagic trawlers,2016,1955.140491,0.89676127,NA,NA,
DK,SDN_DEF_>=120_0_0_all,2016,5328787,0.691656823,5585.239506,0.973071817,
DK,SDN_DEF_>=120_0_0_all_FDF,2016,455021,0.963746795,481.9155533,0.998782502,
DK,SSC_DEF_>=120_0_0_all,2016,4228659,0.760288471,4512.316859,0.981576893,
DK,SSC_DEF_>=120_0_0_all_FDF,2016,911.09,0.956361749,960.6163645,0.995760375,
DK,TBB_CRU_16-31_0_0_all,2016,168,0.999999821,1625.433361,0.989106306,
DK,TBB_DEF_90-99_0_0_all,2016,65308,0.9986566,82.31942551,0.999837813,
DK,TBB_DEF_>=120_0_0_all,2016,1447.88,0.920260538,1458.245193,0.991854891,
DK,Active,2017,85058,0.999179843,NA,NA,
DK,FPO_CRU_>0_0_0_all,2017,NA,NA,25.21674574,0.99997502,MIS_MIS_0_0_0_IBC
DK,GNS_DEF_100-119_0_0_all,2017,453284,0.987727442,589.9685998,0.998728139,
DK,GNS_DEF_120-219_0_0_all,2017,5092371,0.890141929,6613.987024,0.975541353,
DK,GNS_DEF_>=220_0_0_all,2017,329861,0.993475005,386.981799,0.999859216,
DK,Gillnets set,2017,741055,0.958304962,NA,NA,
DK,LLS_FIF_0_0_0_all,2017,NA,NA,27.0293377,0.999940359,Longline set
DK,Longline set,2017,7687,0.999987873,NA,NA,
DK,MIS_MIS_0_0_0_HC,2017,11259798,0.610413053,435.8995209,0.999327297,
DK,MIS_MIS_0_0_0_IBC,2017,5684598,0.709462602,499204817,0.686173679,
DK,OTB_CRU_32-69_0_0_all,2017,507641,0.979829333,2603.852571,0.99195347,
DK,OTB_CRU_70-89_2_35_all,2017,10677,0.999853933,17.84676329,0.999999551,
DK,OTB_CRU_70-99_0_0_all,2017,727674,0.970984097,1329.303937,0.996175543,
DK,OTB_CRU_90-119_0_0_all,2017,5277079,0.801411459,7884.651699,0.966450207,
DK,OTB_DEF_>=120_0_0_all,2017,23772697,0.414220128,27881.32392,0.955612491,
DK,OTB_SPF_32-69_0_0_all,2017,696,1,168140.6988,0.91728868,
DK,Passive,2017,242351,0.997697776,NA,NA,
DK,Pelagic trawlers,2017,1927.072852,0.923719624,NA,NA,
DK,SDN_DEF_>=120_0_0_all,2017,NA,NA,4562.617126,0.988374388,MIS_MIS_0_0_0_IBC
DK,SSC_DEF_>=120_0_0_all,2017,NA,NA,4773.667188,0.982102918,MIS_MIS_0_0_0_IBC
DK,TBB_CRU_16-31_0_0_all,2017,NA,NA,1742337,0.99434837,MIS_MIS_0_0_0_IBC
DK,TBB_DEF_70-99_0_0_all,2017,NA,NA,0.326448629,1,MIS_MIS_0_0_0_IBC
DK,TBB_DEF_90-99_0_0_all,2017,28.01,0.999667895,32.00347337,0.999903206,
DK,TBB_DEF_>=120_0_0_all,2017,1243848,0.945392675,1267.094905,0.997917207,
DK,Active,2018,110.66,0.994896418,NA,NA,
DK,FPO_CRU_>0_0_0_all,2018,NA,NA,20264,0.999985289,MIS_MIS_0_0_0_IBC
DK,GNS_DEF_100-119_0_0_all,2018,441011,0.972331828,479.1010497,0.99913433,
DK,GNS_DEF_120-219_0_0_all,2018,6161981,0.680934206,6660.207867,0.973462336,
DK,GNS_DEF_>=220_0_0_all,2018,180874,0.98467161,246.2939449,0.999542899,
DK,Gillnets set,2018,426204,0.980995072,NA,NA,
DK,LLS_FIF_0_0_0_all,2018,34491,0.999731344,36.51136159,0.999951674,
DK,Longline set,2018,95291,0.999030262,NA,NA,
DK,MIS_MIS_0_0_0_HC,2018,114465,0.992647085,586.5423658,0.998339565,
DK,MIS_MIS_0_0_0_IBC,2018,1789619,0.927106078,363236.1481,0.602560203,
DK,OTB_CRU_16-31_0_0_all,2018,12393,0.999983251,6.087995646,0.999995389,
DK,OTB_CRU_32-69_0_0_all,2018,730023,0.96336761,2536.571775,0.995569907,
DK,OTB_CRU_70-89_2_35_all,2018,824,1,2.77986366,1,
DK,OTB_CRU_70-99_0_0_all,2018,147918,0.987678268,209.9072611,0.999891107,
DK,OTB_CRU_90-119_0_0_all,2018,6686513,0.555682588,10060.91241,0.962413941,
DK,OTB_DEF_>=120_0_0_all,2018,20651302,0.419769061,23492.26351,0.945724233,
DK,OTB_SPF_32-69_0_0_all,2018,129985,0.990320411,183374.3358,0.906753709,
DK,Passive,2018,108081,0.997093328,NA,NA,
DK,Pelagic trawlers,2018,2836.996717,0.890729355,NA,NA,
DK,SDN_DEF_>=120_0_0_all,2018,3531381,0.83306309,3670.236044,0.986385848,
DK,SSC_DEF_>=120_0_0_all,2018,3952876,0.761282411,4120.332704,0.980297417,
DK,TBB_CRU_16-31_0_0_all,2018,NA,NA,2999775,0.991362073,MIS_MIS_0_0_0_IBC
DK,TBB_DEF_>=120_0_0_all,2018,1053929,0.948528785,1083.066958,0.99736657,
DK,Active,2019,84.57,0.998654479,NA,NA,
DK,FPO_CRU_>0_0_0_all,2019,NA,NA,17.87025399,0.999991014,MIS_MIS_0_0_0_IBC
DK,GNS_DEF_100-119_0_0_all,2019,150506,0.992156649,179.0725318,0.999553208,
DK,GNS_DEF_120-219_0_0_all,2019,5108851,0.650084933,5658.471228,0.971122776,
DK,GNS_DEF_>=220_0_0_all,2019,151012,0.988882401,178.9312336,0.99995126,
DK,Gillnets set,2019,584903,0.962647928,NA,NA,
DK,LLS_FIF_0_0_0_all,2019,232609,0.985597145,251.9261765,0.999154841,
DK,Longline set,2019,4722,0.999979159,NA,NA,
DK,MIS_MIS_0_0_0_HC,2019,107708,0.99449983,598.0511645,0.997432941,
DK,MIS_MIS_0_0_0_IBC,2019,2491078,0.936698858,260849.7815,0.580288821,
DK,OTB_CRU_32-69_0_0_all,2019,574731,0.975151164,2576.429459,0.991307503,
DK,OTB_CRU_70-89_2_35_all,2019,401,0.999998499,3.368683461,0.999998508,
DK,OTB_CRU_70-99_0_0_all,2019,247557,0.980536751,522.0976704,0.998594404,
DK,OTB_CRU_90-119_0_0_all,2019,4766201,0.753773329,8895.273966,0.958534889,
DK,OTB_DEF_>=120_0_0_all,2019,16435861,0.357561101,19669.07721,0.938746381,
DK,OTB_SPF_32-69_0_0_all,2019,106405,0.996814664,141463.7464,0.894990371,
DK,Passive,2019,56169,0.999876432,NA,NA,
DK,Pelagic trawlers,2019,8337.469179,0.538942207,NA,NA,
DK,SDN_DEF_>=120_0_0_all,2019,2977173,0.818541537,3386.524155,0.978656469,
DK,SSC_DEF_>=120_0_0_all,2019,2940.21,0.882505616,3110.427638,0.985575955,
DK,TBB_CRU_16-31_0_0_all,2019,69,1,1498.173568,0.994640354,
DK,TBB_DEF_70-99_0_0_all,2019,488,0.999989775,0.6705515,1,
DK,TBB_DEF_>=120_0_0_all,2019,607887,0.949923401,657.2645211,0.996102511,
EN,FPO_CRU_0_0_0_all,2009,13.5886,0.998389688,9565.1536,0.55118688,
EN,GNS_DEF_all_0_0_all,2009,1221.1683,0.771511103,3009.4872,0.937312466,
EN,GTR_DEF_all_0_0_all,2009,94.8397,0.974993877,222.1349,0.999153161,
EN,LLS_FIF_0_0_0_all,2009,208.7805,0.96345074,300237,0.996388122,
EN,MIS_MIS_0_0_0_HC,2009,59.1647,0.982194935,9462.5835,0.66897302,
EN,OTB_CRU_100-119_0_0_all,2009,3,1,66.4584,0.999980406,
EN,OTB_CRU_16-31_0_0_all,2009,0.0665,0.999999635,1.4421,0.999998357,
EN,OTB_CRU_32-69_0_0_all,2009,206,0.999991541,132,1,
EN,OTB_CRU_70-99_0_0_all,2009,1294.0926,0.622880176,3737.0413,0.85598305,
EN,OTB_DEF_70-99_0_0_all,2009,453.7217,0.938039633,2519.1209,0.968669392,
EN,OTB_DEF_>=120_0_0_all,2009,3823.5605,0.465373481,7451.0233,0.761720131,
EN,OTM_SPF_32-69_0_0_all,2009,NA,NA,34715539,0.432123991,MIS_MIS_0_0_0_HC
EN,SDN_DEF_>=120_0_0_all,2009,0.4594,0.999966468,NA,NA,
EN,SDN_all_0_0_all,2009,NA,NA,346.6947,0.992650902,SDN_DEF_>=120_0_0_all
EN,SSC_DEF,2009,52.36,0.98856778,NA,NA,
EN,SSC_DEF_>=120_0_0_all,2009,12.4956,0.999910554,NA,NA,
EN,SSC_DEF_All_0_0_All,2009,20.8557,0.996735792,NA,NA,
EN,SSC_DEF_all_0_0_all,2009,NA,NA,536.5506,0.988335396,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2009,0,1,1043.3569,0.981656647,
EN,TBB_DEF_70-99_0_0_all,2009,914.4953,0.882816223,3835.7575,0.809465978,
EN,TBB_DEF_>=120_0_0_all,2009,46.2536,0.994197401,3524273,0.899851673,
EN,FPO_CRU_0_0_0_all,2010,13.7993,0.999625913,11231.2661,0.642557001,
EN,GNS_DEF_all_0_0_all,2010,981.1403,0.599079258,2428.2972,0.933666314,
EN,GTR_DEF_all_0_0_all,2010,112.8915,0.974410184,266.9597,0.995963649,
EN,LLS_FIF_0_0_0_all,2010,264.0586,0.934854911,421.2859,0.992475849,
EN,MIS_MIS_0_0_0_HC,2010,88.4688,0.987693365,12914.6933,0.495821732,
EN,OTB_CRU_100-119_0_0_all,2010,NA,NA,91.2886,0.999916177,OTB_DEF_>=120_0_0_all
EN,OTB_CRU_16-31_0_0_all,2010,0.1868,1,4.7503,0.999978239,
EN,OTB_CRU_32-69_0_0_all,2010,601,0.999908607,0.0966,1,
EN,OTB_CRU_70-99_0_0_all,2010,603.3682,0.81246463,2243.4824,0.962977167,
EN,OTB_DEF_70-99_0_0_all,2010,551.0866,0.895207734,3260.5892,0.901940875,
EN,OTB_DEF_>=120_0_0_all,2010,3008.8545,0.451765581,6361.9376,0.725675024,
EN,OTM_CRU_16-31_0_0_all,2010,NA,NA,1569,0.999998738,MIS_MIS_0_0_0_HC
EN,OTM_SPF_32-69_0_0_all,2010,NA,NA,25036004,0.327092669,
EN,SDN_DEF_>=120_0_0_all,2010,0.4219,0.999971953,NA,NA,
EN,SDN_all_0_0_all,2010,NA,NA,211.2419,0.998723501,SDN_DEF_>=120_0_0_all
EN,SSC_DEF,2010,150555,0.957460047,NA,NA,
EN,SSC_DEF_>=120_0_0_all,2010,16.6145,0.997554012,NA,NA,
EN,SSC_DEF_All_0_0_All,2010,18.4278,0.995059421,NA,NA,
EN,SSC_DEF_all_0_0_all,2010,NA,NA,923.9781,0.975048841,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2010,1.2818,0.999818369,912595,0.986971795,
EN,TBB_DEF_70-99_0_0_all,2010,817.8236,0.721871687,5492.6021,0.797435273,
EN,TBB_DEF_>=120_0_0_all,2010,30.6317,0.992292573,4738.3754,0.859341632,
EN,FPO_CRU_0_0_0_all,2011,10.7444,0.999431953,11591.9188,0.67831134,
EN,GNS-DEF,2011,291674,0.986347844,NA,NA,
EN,GNS_DEF_all_0_0_all,2011,1520.8423,0.899154935,2349.1595,0.974994724,
EN,GTR_DEF_all_0_0_all,2011,305.5474,0.974166497,571.0184,0.989465389,
EN,LLS-DEF,2011,128,0.999992065,NA,NA,
EN,LLS_FIF_0_0_0_all,2011,71.0431,0.997941812,174.2751,0.998254647,
EN,MIS_MIS_0_0_0_HC,2011,444.6056,0.961405748,17678.8303,0.546372261,
EN,OTB-DEF,2011,107.1035,0.990820869,NA,NA,
EN,OTB_CRU_100-119_0_0_all,2011,NA,NA,192.5516,0.99627105,OTB_DEF_>=120_0_0_all
EN,OTB_CRU_16-31_0_0_all,2011,0.0835,0.999999916,9.1776,1,
EN,OTB_CRU_32-69_0_0_all,2011,3436,0.999901488,NA,NA,
EN,OTB_CRU_70-99_0_0_all,2011,5239.9979,0.835639133,2876.1848,0.948256619,
EN,OTB_DEF_70-99_0_0_all,2011,447.5191,0.942837431,3507.2218,0.915519919,
EN,OTB_DEF_>=120_0_0_all,2011,6157.9446,0.616798122,7491.7707,0.763582583,
EN,OTM_SPF_32-69_0_0_all,2011,NA,NA,30324.4067,0.345152029,
EN,SDN_DEF,2011,2,1,NA,NA,
EN,SDN_DEF_>=120_0_0_all,2011,0.1045,0.999996429,NA,NA,
EN,SDN_all_0_0_all,2011,NA,NA,144.1658,0.999895541,SDN_DEF
EN,SSC_DEF,2011,99463,0.994974799,NA,NA,
EN,SSC_DEF_>=120_0_0_all,2011,7.8067,0.999757988,NA,NA,
EN,SSC_DEF_All_0_0_All,2011,1.7924,0.999976345,NA,NA,
EN,SSC_DEF_all_0_0_all,2011,NA,NA,700.3469,0.982966064,SSC_DEF_All_0_0_All
EN,TBB-DEF,2011,24936,0.998983228,NA,NA,
EN,TBB_CRU_16-31_0_0_all,2011,0.2484,0.999986719,405381,0.99407943,
EN,TBB_DEF_70-99_0_0_all,2011,8610.8633,0.35962038,4126.2119,0.875600763,
EN,TBB_DEF_>=120_0_0_all,2011,598.4283,0.924147436,5715.4942,0.828636269,
EN,FPO_CRU_0_0_0_all,2012,4.2385,0.999662514,14710.1908,0.546506913,
EN,GNS-DEF,2012,474862,0.91399853,NA,NA,
EN,GNS_DEF_120-219_0_0_all_FDF,2012,184.5408,0.986992249,NA,NA,
EN,GNS_DEF_all_0_0_all,2012,874.6626,0.894979131,1780.6242,0.962910583,
EN,GTR_DEF_all_0_0_all,2012,387.1474,0.945575355,697.3103,0.992870678,
EN,LLS-DEF,2012,47,0.999998522,NA,NA,
EN,LLS_FIF_0_0_0_all,2012,90.9295,0.996620116,230.1599,0.997820786,
EN,MIS_MIS_0_0_0_HC,2012,385.5729,0.961018505,12149.4814,0.676900673,
EN,OTB-DEF,2012,257906,0.97134828,NA,NA,
EN,OTB_CRU_100-119_0_0_all,2012,149,0.99999664,197.2245,0.999937489,
EN,OTB_CRU_16-31_0_0_all,2012,0.4247,0.999990672,5.8245,1,
EN,OTB_CRU_32-69_0_0_all,2012,3729,0.99981187,NA,NA,
EN,OTB_CRU_70-99_0_0_all,2012,5057.8151,0.80533001,3509.9409,0.871029459,
EN,OTB_DEF_70-99_0_0_all,2012,401.2389,0.930069143,3353.0588,0.943800114,
EN,OTB_DEF_>=120_0_0_all,2012,5733.1651,0.602751983,7251.9155,0.833359177,
EN,OTB_DEF_>=120_0_0_all_FDF,2012,149.4518,0.992978164,NA,NA,
EN,OTM_SPF_32-69_0_0_all,2012,0.0369,1,36210.7701,0.388630454,
EN,SDN_all_0_0_all,2012,NA,NA,231068,0.995350605,SSC_DEF
EN,SSC_DEF,2012,206046,0.979600933,NA,NA,
EN,SSC_DEF_>=120_0_0_all,2012,11.7381,0.999492751,NA,NA,
EN,SSC_DEF_All_0_0_All,2012,749,0.999973661,NA,NA,
EN,SSC_DEF_all_0_0_all,2012,NA,NA,1164445,0.975407936,SSC_DEF_All_0_0_All
EN,TBB-DEF,2012,17283,0.999022611,NA,NA,
EN,TBB_CRU_16-31_0_0_all,2012,3.2905,0.999943662,929.7864,0.985386827,
EN,TBB_DEF_70-99_0_0_all,2012,9315.8909,0.373124514,3427.3709,0.907813562,
EN,TBB_DEF_70-99_0_0_all_FDF,2012,42.7007,0.998330384,NA,NA,
EN,TBB_DEF_>=120_0_0_all,2012,1363.6289,0.859946726,7326.1569,0.755528321,
EN,DRB_MOL_0_0_0_all,2013,17.3511,0.999714902,NA,NA,
EN,FPO_CRU_0_0_0_all,2013,4763,0.999892151,17430.1028,0.557339221,
EN,GNS_DEF_120-219_0_0_all_FDF,2013,28.0611,0.999069202,NA,NA,
EN,GNS_DEF_all_0_0_all,2013,1002.2378,0.913898833,1635.5714,0.974358681,
EN,GTR_DEF_all_0_0_all,2013,380.1873,0.980149733,635.3639,0.993754419,
EN,LLS_FIF_0_0_0_all,2013,569743,0.935101106,225.0038,0.995949634,
EN,MIS_MIS_0_0_0_HC,2013,1671515,0.876601808,14585.9714,0.699644995,
EN,MIS_MIS_0_0_0_HC_FDF,2013,1.3537,0.999942527,NA,NA,
EN,OTB_CRU_100-119_0_0_all,2013,3,1,209414,0.997992749,
EN,OTB_CRU_16-31_0_0_all,2013,0.1052,0.999996576,2.5512,1,
EN,OTB_CRU_32-69_0_0_all,2013,0.07,0.999999181,NA,NA,
EN,OTB_CRU_70-99_0_0_all,2013,5239.5363,0.750245052,3695881,0.912512422,
EN,OTB_CRU_70-99_0_0_all_FDF,2013,0.3057,0.999992661,NA,NA,
EN,OTB_DEF_70-99_0_0_all,2013,411.3819,0.966001538,2607.8142,0.937955158,
EN,OTB_DEF_>=120_0_0_all,2013,5872.9992,0.555262266,6833.1746,0.839230747,
EN,OTB_DEF_>=120_0_0_all_FDF,2013,225346,0.988535702,NA,NA,
EN,OTM_SPF_32-69_0_0_all,2013,NA,NA,39695.7166,0.387285119,
EN,SDN_DEF,2013,19,0.999999888,NA,NA,
EN,SDN_all_0_0_all,2013,0.4168,0.999981285,203.1868,0.99997511,
EN,SSC_DEF,2013,418968,0.950692475,NA,NA,
EN,SSC_DEF_>=120_0_0_all,2013,116.4875,0.992870638,NA,NA,
EN,SSC_DEF_All_0_0_All,2013,35.4462,0.998024944,NA,NA,
EN,SSC_DEF_all_0_0_all,2013,NA,NA,2095.6949,0.958401481,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2013,0.6247,0.999965775,1352.6488,0.987555589,
EN,TBB_DEF_70-99_0_0_all,2013,9047.8913,0.336705951,3815.3,0.876454131,
EN,TBB_DEF_70-99_0_0_all_FDF,2013,103.0592,0.996705858,NA,NA,
EN,TBB_DEF_>=120_0_0_all,2013,1723.9171,0.814398469,7474.0016,0.772563935,
EN,DRB_MOL_0_0_0_all,2014,27.6485,0.999724196,NA,NA,
EN,FPO_CRU_0_0_0_all,2014,2.3191,0.999932423,18987.6159,0.55802047,
EN,GNS_DEF_120-219_0_0_all_FDF,2014,38.1433,0.998582762,NA,NA,
EN,GNS_DEF_all_0_0_all,2014,853.0955,0.855265218,1712997,0.978805327,
EN,GTR_DEF_all_0_0_all,2014,414.1363,0.948482233,752.6162,0.986062097,
EN,LLS_FIF_0_0_0_all,2014,383.3583,0.964308701,332211,0.995010176,
EN,MIS_MIS_0_0_0_HC,2014,706864,0.884447214,17600.9939,0.72773029,
EN,MIS_MIS_0_0_0_HC_FDF,2014,0.0422,0.999999752,NA,NA,
EN,OTB_CRU_100-119_0_0_all,2014,NA,NA,279.6134,0.997706225,OTB_DEF_>=120_0_0_all
EN,OTB_CRU_16-31_0_0_all,2014,0.7771,0.999964504,13.0439,0.999999994,
EN,OTB_CRU_32-69_0_0_all,2014,157,0.999988341,0.0006,1,
EN,OTB_CRU_70-99_0_0_all,2014,4583.2581,0.774715749,3032.9912,0.916768648,
EN,OTB_CRU_70-99_0_0_all_FDF,2014,2.7247,0.999836681,NA,NA,
EN,OTB_DEF_70-99_0_0_all,2014,654.5917,0.911471213,2326.4112,0.962288509,
EN,OTB_DEF_>=120_0_0_all,2014,5651.2712,0.585501675,6288.2367,0.849744106,
EN,OTB_DEF_>=120_0_0_all_FDF,2014,203139,0.997008064,NA,NA,
EN,OTB_SPF_32-69_0_0_all,2014,106,0.99999801,NA,NA,
EN,OTM_SPF_32-69_0_0_all,2014,NA,NA,38885.9643,0.374940759,OTB_SPF_32-69_0_0_all
EN,SDN_DEF,2014,6,1,NA,NA,
EN,SDN_all_0_0_all,2014,224.4148,0.988621724,224.8482,0.999874224,
EN,SSC_DEF,2014,364.51,0.97935704,NA,NA,
EN,SSC_DEF_>=120_0_0_all,2014,0.4204,0.99998186,NA,NA,
EN,SSC_DEF_All_0_0_All,2014,482.3671,0.931385135,NA,NA,
EN,SSC_DEF_all_0_0_all,2014,NA,NA,2394.5578,0.939857116,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2014,0.1282,0.999993634,595.8147,0.991806978,
EN,TBB_DEF_70-99_0_0_all,2014,8531.1056,0.352196017,3918.2775,0.887524368,
EN,TBB_DEF_>=120_0_0_all,2014,1098.0226,0.820046238,6366.0954,0.789112557,
EN,FPO_CRU_0_0_0_all,2015,3.9666,0.999891275,18217.4925,0.739021548,
EN,GNS_DEF_120-219_0_0_all_FDF,2015,42845,0.999129863,NA,NA,
EN,GNS_DEF_all_0_0_all,2015,1291.7048,0.882606828,1359.3169,0.985687517,
EN,GTR_DEF_all_0_0_all,2015,346.6156,0.991382421,549743,0.990739992,
EN,LLS_FIF_0_0_0_all,2015,696.9068,0.943860787,268.3723,0.996172157,
EN,MIS_MIS_0_0_0_HC,2015,886.59613,0.916902643,18291.4774,0.571591642,
EN,OTB_CRU_100-119_0_0_all,2015,0.04,0.999998917,256.9103,0.99853332,
EN,OTB_CRU_16-31_0_0_all,2015,0.6912,0.999981545,1.7418,1,
EN,OTB_CRU_32-69_0_0_all,2015,283,0.999992492,NA,NA,
EN,OTB_CRU_70-99_0_0_all,2015,2000.9634,0.779437083,2018512,0.973194563,
EN,OTB_CRU_>=120_0_0_all,2015,6245,0.999737837,NA,NA,
EN,OTB_DEF_70-99_0_0_all,2015,1375.3815,0.83264037,2161609,0.954643202,
EN,OTB_DEF_>=120_0_0_all,2015,8849.92,0.342337626,9384.5327,0.825271147,
EN,OTB_DEF_>=120_0_0_all_FDF,2015,505618,0.963419389,NA,NA,
EN,OTM_SPF_32-69_0_0_all,2015,4,1,43901.5127,0.40348177,
EN,SDN_DEF,2015,24,0.999999845,NA,NA,
EN,SDN_all_0_0_all,2015,157.4375,0.997472508,157.8428,0.999983992,
EN,SSC_DEF,2015,376269,0.97797444,NA,NA,
EN,SSC_DEF_>=120_0_0_all,2015,0.1261,0.99999737,NA,NA,
EN,SSC_DEF_All_0_0_All,2015,9472,0.999496264,NA,NA,
EN,SSC_DEF_all_0_0_all,2015,NA,NA,2194.2766,0.934776692,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2015,1.6424,0.999954807,322.6836,0.993705651,
EN,TBB_DEF_70-99_0_0_all,2015,3801.4623,0.702034681,4061.5815,0.914609947,
EN,TBB_DEF_>=120_0_0_all,2015,5497.2239,0.55498436,5659077,0.877281528,
