year,country,metier,area,Eff,Lan,matchTo
2013,SC,OTB_CRU_70-99_0_0_all,6A,x,x,
2013,SC,OTB_CRU_70-99_0_0_all,7D,x,x,
2013,SC,OTB_CRU_70-99_0_0_all_FDF,4,x,x,
2013,SC,OTB_DEF_>=120_0_0_all,3AN,x,x,
2013,SC,OTB_DEF_>=120_0_0_all,4,x,x,
2013,SC,OTB_DEF_>=120_0_0_all,6A,x,x,
2013,SC,OTB_DEF_>=120_0_0_all,7D,x,x,
2013,SC,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2013,SC,TBB_DEF_-1_0_0_all,4,x,x,
2013,SC,TBB_DEF_70-99_0_0_all,4,x,x,
2013,SC,TBB_DEF_>=120_0_0_all,4,x,x,
2014,BE,GNS_DEF_120-219_0_0_all,4,x,x,
2014,BE,GNS_DEF_all_0_0_all,4,x,x,
2014,BE,GTR_DEF_all_0_0_all,4,x,x,
2014,BE,GTR_DEF_all_0_0_all,7D,x,x,
2014,BE,MIS_MIS_0_0_0_HC,7D,x,x,
2014,BE,OTB_CRU_16-31_0_0_all,4,x,x,
2014,BE,OTB_CRU_70-99_0_0_all,4,x,x,
2014,BE,OTB_CRU_70-99_0_0_all,7D,x,x,
2014,BE,OTB_DEF_100-119_0_0_all,4,x,x,
2014,BE,OTB_DEF_70-99_0_0_all,4,x,x,
2014,BE,OTB_DEF_>=120_0_0_all,4,x,x,
2014,BE,SSC_DEF_100-119_0_0_all,4,x,x,
2014,BE,SSC_DEF_100-119_0_0_all,7D,x,x,
2014,BE,SSC_DEF_70-99_0_0_all,4,x,x,
2014,BE,SSC_DEF_70-99_0_0_all,7D,x,x,
2014,BE,TBB_CRU_16-31_0_0_all,4,x,x,
2014,BE,TBB_DEF_70-99_0_0_all,4,x,x,
2014,BE,TBB_DEF_70-99_0_0_all,7D,x,x,
2014,BE,TBB_DEF_>=120_0_0_all,4,x,x,
2014,DK,FPO_CRU_>0_0_0_all,4,x,x,
2014,DK,GNS_DEF_100-119_0_0_all,3AN,x,x,
2014,DK,GNS_DEF_100-119_0_0_all,4,x,x,
2014,DK,GNS_DEF_100-119_0_0_all_FDF,4,x,x,
2014,DK,GNS_DEF_120-219_0_0_all,3AN,x,x,
2014,DK,GNS_DEF_120-219_0_0_all,4,x,x,
2014,DK,GNS_DEF_120-219_0_0_all_FDF,3AN,x,x,
2014,DK,GNS_DEF_120-219_0_0_all_FDF,4,x,x,
2014,DK,GNS_DEF_>=220_0_0_all,3AN,x,x,
2014,DK,GNS_DEF_>=220_0_0_all,4,x,x,
2014,DK,GNS_DEF_>=220_0_0_all_FDF,4,x,x,
2014,DK,LLS_FIF_0_0_0_all,3AN,NA,x,LLS_FIF_0_0_0_all_FDF
2014,DK,LLS_FIF_0_0_0_all,4,NA,x,LLS_FIF_0_0_0_all_FDF
2014,DK,LLS_FIF_0_0_0_all_FDF,3AN,x,NA,
2014,DK,LLS_FIF_0_0_0_all_FDF,4,x,NA,
2014,DK,MIS_MIS_0_0_0_HC,3AN,x,x,
2014,DK,MIS_MIS_0_0_0_HC,4,x,x,
2014,DK,MIS_MIS_0_0_0_HC,6A,x,NA,
2014,DK,MIS_MIS_0_0_0_IBC,3AN,x,x,
2014,DK,MIS_MIS_0_0_0_IBC,4,x,x,
2014,DK,MIS_MIS_0_0_0_IBC,6A,NA,x,MIS_MIS_0_0_0_HC
2014,DK,OTB_CRU_32-69_0_0_all,3AN,x,x,
2014,DK,OTB_CRU_32-69_0_0_all,4,x,x,
2014,DK,OTB_CRU_70-89_2_35_all,3AN,x,x,
2014,DK,OTB_CRU_70-99_0_0_all,4,x,x,
2014,DK,OTB_CRU_70-99_0_0_all_FDF,4,x,x,
2014,DK,OTB_CRU_90-119_0_0_all,3AN,x,x,
2014,DK,OTB_CRU_90-119_0_0_all_FDF,3AN,x,x,
2014,DK,OTB_DEF_>=120_0_0_all,3AN,x,x,
2014,DK,OTB_DEF_>=120_0_0_all,4,x,x,
2014,DK,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2014,DK,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2014,DK,OTB_SPF_32-69_0_0_all,3AN,x,x,
2014,DK,OTB_SPF_32-69_0_0_all,4,x,x,
2014,DK,OTB_SPF_32-69_0_0_all,6A,x,x,
2014,DK,OTB_SPF_32-69_0_0_all,7D,x,x,
2014,DK,SDN_DEF_>=120_0_0_all,3AN,x,x,
2014,DK,SDN_DEF_>=120_0_0_all,4,x,x,
2014,DK,SDN_DEF_>=120_0_0_all_FDF,3AN,x,x,
2014,DK,SDN_DEF_>=120_0_0_all_FDF,4,x,x,
2014,DK,SSC_DEF_>=120_0_0_all,3AN,x,x,
2014,DK,SSC_DEF_>=120_0_0_all,4,x,x,
2014,DK,SSC_DEF_>=120_0_0_all_FDF,4,x,x,
2014,DK,TBB_CRU_16-31_0_0_all,4,x,x,
2014,DK,TBB_DEF_>=120_0_0_all,3AN,x,x,
2014,DK,TBB_DEF_>=120_0_0_all,4,x,x,
2014,EN,FPO_CRU_0_0_0_all,4,x,x,
2014,EN,FPO_CRU_0_0_0_all,6A,x,x,
2014,EN,FPO_CRU_0_0_0_all,7D,x,x,
2014,EN,GNS_DEF_all_0_0_all,4,x,x,
2014,EN,GNS_DEF_all_0_0_all,7D,x,x,
2014,EN,GTR_DEF_all_0_0_all,4,x,x,
2014,EN,GTR_DEF_all_0_0_all,7D,x,x,
2014,EN,LLS_FIF_0_0_0_all,4,x,x,
2014,EN,LLS_FIF_0_0_0_all,6A,x,x,
2014,EN,LLS_FIF_0_0_0_all,7D,x,x,
2014,EN,MIS_MIS_0_0_0_HC,4,x,x,
2014,EN,MIS_MIS_0_0_0_HC,6A,x,x,
2014,EN,MIS_MIS_0_0_0_HC,7D,x,x,
2014,EN,OTB_CRU_100-119_0_0_all,4,x,x,
2014,EN,OTB_CRU_16-31_0_0_all,4,x,x,
2014,EN,OTB_CRU_16-31_0_0_all,7D,x,x,
2014,EN,OTB_CRU_32-69_0_0_all,4,x,x,
2014,EN,OTB_CRU_70-99_0_0_all,4,x,x,
2014,EN,OTB_CRU_70-99_0_0_all,6A,x,x,
2014,EN,OTB_CRU_70-99_0_0_all,7D,x,x,
2014,EN,OTB_DEF_70-99_0_0_all,4,x,x,
2014,EN,OTB_DEF_70-99_0_0_all,7D,x,x,
2014,EN,OTB_DEF_>=120_0_0_all,4,x,x,
2014,EN,OTB_DEF_>=120_0_0_all,6A,x,x,
2014,EN,OTB_DEF_>=120_0_0_all,7D,x,x,
2014,EN,OTM_SPF_32-69_0_0_all,4,x,x,
2014,EN,OTM_SPF_32-69_0_0_all,6A,x,x,
2014,EN,OTM_SPF_32-69_0_0_all,7D,x,x,
2014,EN,SDN_all_0_0_all,4,x,x,
2014,EN,SSC_DEF_all_0_0_all,4,x,x,
2014,EN,SSC_DEF_all_0_0_all,7D,x,x,
2014,EN,TBB_CRU_16-31_0_0_all,4,x,x,
2014,EN,TBB_DEF_70-99_0_0_all,4,x,x,
2014,EN,TBB_DEF_70-99_0_0_all,7D,x,x,
2014,EN,TBB_DEF_>=120_0_0_all,4,x,x,
2014,EN,TBB_DEF_>=120_0_0_all,7D,x,x,
2014,GE,FPO_CRU_0_0_0_all,4,x,x,
2014,GE,GNS_DEF_100-119_0_0_all,4,x,x,
2014,GE,GNS_DEF_120-219_0_0_all,4,x,x,
2014,GE,GNS_DEF_>=220_0_0_all,4,x,x,
2014,GE,GNS_DEF_>=220_0_0_all,6A,x,x,
2014,GE,GNS_DEF_all_0_0_all,3AN,x,x,
2014,GE,GNS_DEF_all_0_0_all,4,x,x,
2014,GE,MIS_MIS_0_0_0_HC,4,x,x,
2014,GE,MIS_MIS_0_0_0_HC,6A,x,x,
2014,GE,MIS_MIS_all_0_0_all,4,x,x,
2014,GE,OTB_CRU_16-31_0_0_all,3AN,x,x,
2014,GE,OTB_CRU_16-31_0_0_all,4,x,x,
2014,GE,OTB_CRU_32-69_0_0_all,3AN,x,x,
2014,GE,OTB_CRU_70-99_0_0_all,4,x,x,
2014,GE,OTB_CRU_90-119_0_0_all,3AN,x,x,
2014,GE,OTB_DEF_70-99_0_0_all,4,x,x,
2014,GE,OTB_DEF_>=120_0_0_all,3AN,x,x,
2014,GE,OTB_DEF_>=120_0_0_all,4,x,x,
2014,GE,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2014,GE,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2014,GE,OTB_SPF_32-69_0_0_all,4,x,x,
2014,GE,OTB_SPF_32-69_0_0_all,7D,x,x,
2014,GE,OTM_SPF_32-69_0_0_all,4,x,NA,
2014,GE,SSC_DEF_100-119_0_0_all,4,x,x,
2014,GE,SSC_DEF_>=120_0_0_all,3AN,x,x,
2014,GE,SSC_DEF_>=120_0_0_all,4,x,x,
2014,GE,SSC_DEF_>=120_0_0_all_FDF,3AN,x,x,
2014,GE,SSC_DEF_>=120_0_0_all_FDF,4,x,x,
2014,GE,TBB_CRU_16-31_0_0_all,4,x,x,
2014,GE,TBB_DEF_70-99_0_0_all,4,x,x,
2014,GE,TBB_DEF_>=120_0_0_all,4,x,x,
2014,GE,active,3AN,x,x,
2014,GE,passive,3AN,x,NA,
2014,NL,HMD_MOL_<16_0_0_all,4,x,NA,
2014,NL,HMD_MOL_UND_0_0_all,4,x,NA,
2014,NL,MIS_MIS_0_0_0_HC,4,x,x,
2014,NL,MIS_MIS_0_0_0_HC,7D,x,x,
2014,NL,OTB_DEF_100-119_0_0_all,4,x,x,
2014,NL,OTB_DEF_16-31_0_0_all,4,x,x,
2014,NL,OTB_DEF_70-99_0_0_all,4,x,x,
2014,NL,OTB_DEF_70-99_0_0_all,7D,x,x,
2014,NL,OTB_DEF_>=120_0_0_all,4,x,x,
2014,NL,OTB_MCD_>=55_0_0,4,NA,x,MIS_MIS_0_0_0_HC
2014,NL,OTM_SPF_32-69_0_0_all,4,x,x,
2014,NL,OTM_SPF_32-69_0_0_all,6A,x,x,
2014,NL,OTM_SPF_32-69_0_0_all,7D,x,x,
2014,NL,SDN_all_0_0_all,4,x,x,
2014,NL,SSC_DEF_all_0_0_all,3AN,x,x,
2014,NL,SSC_DEF_all_0_0_all,4,x,x,
2014,NL,SSC_DEF_all_0_0_all,7D,x,x,
2014,NL,TBB_CRU_16-31_0_0_all,4,x,x,
2014,NL,TBB_DEF_100-119_0_0_all,4,x,x,
2014,NL,TBB_DEF_16-31_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2014,NL,TBB_DEF_70-99_0_0_all,4,x,x,
2014,NL,TBB_DEF_90-119_0_0_all,3AN,x,x,
2014,NL,TBB_DEF_>=120_0_0_all,3AN,x,x,
2014,NL,TBB_DEF_>=120_0_0_all,4,x,x,
2014,NL,TBS_CRU_<16_0_0_all,4,x,NA,
2014,SC,FPO_CRU_0_0_0_all,4,x,x,
2014,SC,FPO_CRU_0_0_0_all,6A,x,x,
2014,SC,GNS_DEF_all_0_0_all,4,x,x,
2014,SC,GNS_DEF_all_0_0_all,6A,x,x,
2014,SC,LLS_FIF_0_0_0_all,4,x,x,
2014,SC,LLS_FIF_0_0_0_all,6A,x,x,
2014,SC,MIS_MIS_0_0_0_HC,3AN,x,NA,
2014,SC,MIS_MIS_0_0_0_HC,4,x,x,
2014,SC,MIS_MIS_0_0_0_HC,6A,x,x,
2014,SC,MIS_MIS_0_0_0_HC,7D,x,x,
2014,SC,OTB_CRU_16-31_0_0_all,4,x,x,
2014,SC,OTB_CRU_16-31_0_0_all,6A,x,x,
2014,SC,OTB_CRU_70-99_0_0_all,4,x,x,
2014,SC,OTB_CRU_70-99_0_0_all,6A,x,x,
2014,SC,OTB_CRU_70-99_0_0_all_FDF,4,x,x,
2014,SC,OTB_DEF_>=120_0_0_all,3AN,x,NA,
2014,SC,OTB_DEF_>=120_0_0_all,4,x,x,
2014,SC,OTB_DEF_>=120_0_0_all,6A,x,x,
2014,SC,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2014,SC,TBB_DEF_70-99_0_0_all,4,x,x,
2014,SC,TBB_DEF_>=120_0_0_all,4,x,x,
2015,BE,GNS_DEF_all_0_0_all,4,x,x,
2015,BE,GTR_DEF_all_0_0_all,4,x,x,
2015,BE,GTR_DEF_all_0_0_all,7D,x,x,
2015,BE,MIS_MIS_0_0_0_HC,7D,x,x,
2015,BE,OTB_CRU_16-31_0_0_all,4,x,x,
2015,BE,OTB_CRU_70-99_0_0_all,4,x,x,
2015,BE,OTB_CRU_70-99_0_0_all,7D,x,x,
2015,BE,OTB_DEF_100-119_0_0_all,4,x,x,
2015,BE,OTB_DEF_70-99_0_0_all,4,x,x,
2015,BE,OTB_DEF_>=120_0_0_all,4,x,x,
2015,BE,SSC_DEF_100-119_0_0_all,4,x,x,
2015,BE,SSC_DEF_100-119_0_0_all,7D,x,x,
2015,BE,SSC_DEF_70-99_0_0_all,4,x,x,
2015,BE,SSC_DEF_70-99_0_0_all,7D,x,x,
2015,BE,TBB_CRU_16-31_0_0_all,4,x,x,
2015,BE,TBB_DEF_70-99_0_0_all,4,x,x,
2015,BE,TBB_DEF_70-99_0_0_all,7D,x,x,
2015,BE,TBB_DEF_>=120_0_0_all,4,x,x,
2015,DK,FPO_CRU_>0_0_0_all,4,x,x,
2015,DK,GNS_DEF_100-119_0_0_all,3AN,x,x,
2015,DK,GNS_DEF_100-119_0_0_all,4,x,x,
2015,DK,GNS_DEF_120-219_0_0_all,3AN,x,x,
2015,DK,GNS_DEF_120-219_0_0_all,4,x,x,
2015,DK,GNS_DEF_120-219_0_0_all_FDF,3AN,x,x,
2015,DK,GNS_DEF_120-219_0_0_all_FDF,4,x,x,
2015,DK,GNS_DEF_>=220_0_0_all,3AN,x,x,
2015,DK,GNS_DEF_>=220_0_0_all,4,x,x,
2015,DK,LLS_FIF_0_0_0_all,3AN,x,x,
2015,DK,LLS_FIF_0_0_0_all,4,x,x,
2015,DK,LLS_FIF_0_0_0_all_FDF,3AN,x,NA,
2015,DK,LLS_FIF_0_0_0_all_FDF,4,x,NA,
2015,DK,MIS_MIS_0_0_0_HC,3AN,x,x,
2015,DK,MIS_MIS_0_0_0_HC,4,x,x,
2015,DK,MIS_MIS_0_0_0_IBC,3AN,x,x,
2015,DK,MIS_MIS_0_0_0_IBC,4,x,x,
2015,DK,MIS_MIS_0_0_0_IBC,7D,x,x,
2015,DK,OTB_CRU_16-31_0_0_all,4,NA,x,OTB_CRU_16-31_0_0_all_FDF
2015,DK,OTB_CRU_16-31_0_0_all_FDF,4,x,NA,
2015,DK,OTB_CRU_32-69_0_0_all,3AN,x,x,
2015,DK,OTB_CRU_32-69_0_0_all,4,x,x,
2015,DK,OTB_CRU_70-89_2_35_all,3AN,x,x,
2015,DK,OTB_CRU_70-99_0_0_all,4,x,x,
2015,DK,OTB_CRU_90-119_0_0_all,3AN,x,x,
2015,DK,OTB_CRU_90-119_0_0_all_FDF,3AN,x,x,
2015,DK,OTB_DEF_>=120_0_0_all,3AN,x,x,
2015,DK,OTB_DEF_>=120_0_0_all,4,x,x,
2015,DK,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2015,DK,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2015,DK,OTB_SPF_32-69_0_0_all,3AN,x,x,
2015,DK,OTB_SPF_32-69_0_0_all,4,x,x,
2015,DK,OTB_SPF_32-69_0_0_all,6A,x,x,
2015,DK,OTB_SPF_32-69_0_0_all,7D,x,x,
2015,DK,SDN_DEF_>=120_0_0_all,3AN,x,x,
2015,DK,SDN_DEF_>=120_0_0_all,4,x,x,
2015,DK,SDN_DEF_>=120_0_0_all_FDF,3AN,x,x,
2015,DK,SDN_DEF_>=120_0_0_all_FDF,4,x,x,
2015,DK,SSC_DEF_>=120_0_0_all,3AN,x,x,
2015,DK,SSC_DEF_>=120_0_0_all,4,x,x,
2015,DK,SSC_DEF_>=120_0_0_all_FDF,3AN,x,x,
2015,DK,SSC_DEF_>=120_0_0_all_FDF,4,x,x,
2015,DK,TBB_CRU_16-31_0_0_all,4,x,x,
2015,DK,TBB_DEF_>=120_0_0_all,3AN,x,x,
2015,DK,TBB_DEF_>=120_0_0_all,4,x,x,
2015,EN,FPO_CRU_0_0_0_all,4,x,x,
2015,EN,FPO_CRU_0_0_0_all,7D,x,x,
2015,EN,GNS_DEF_all_0_0_all,4,x,x,
2015,EN,GNS_DEF_all_0_0_all,7D,x,x,
2015,EN,GTR_DEF_all_0_0_all,4,x,x,
2015,EN,GTR_DEF_all_0_0_all,7D,x,x,
2015,EN,LLS_FIF_0_0_0_all,4,x,x,
2015,EN,LLS_FIF_0_0_0_all,6A,x,x,
2015,EN,LLS_FIF_0_0_0_all,7D,x,x,
2015,EN,MIS_MIS_0_0_0_HC,4,x,x,
2015,EN,MIS_MIS_0_0_0_HC,6A,x,x,
2015,EN,MIS_MIS_0_0_0_HC,7D,x,x,
2015,EN,OTB_CRU_100-119_0_0_all,4,x,x,
2015,EN,OTB_CRU_100-119_0_0_all,6A,x,x,
2015,EN,OTB_CRU_16-31_0_0_all,4,x,x,
2015,EN,OTB_CRU_16-31_0_0_all,7D,x,x,
2015,EN,OTB_CRU_70-99_0_0_all,4,x,x,
2015,EN,OTB_CRU_70-99_0_0_all,6A,x,x,
2015,EN,OTB_CRU_70-99_0_0_all,7D,x,x,
2015,EN,OTB_DEF_70-99_0_0_all,4,x,x,
2015,EN,OTB_DEF_70-99_0_0_all,7D,x,x,
2015,EN,OTB_DEF_>=120_0_0_all,3AN,x,x,
2015,EN,OTB_DEF_>=120_0_0_all,4,x,x,
2015,EN,OTB_DEF_>=120_0_0_all,6A,x,x,
2015,EN,OTB_DEF_>=120_0_0_all,7D,x,x,
2015,EN,OTM_SPF_32-69_0_0_all,4,x,x,
2015,EN,OTM_SPF_32-69_0_0_all,6A,x,x,
2015,EN,OTM_SPF_32-69_0_0_all,7D,x,x,
2015,EN,SDN_all_0_0_all,4,x,x,
2015,EN,SSC_DEF_all_0_0_all,4,x,x,
2015,EN,SSC_DEF_all_0_0_all,7D,x,x,
2015,EN,TBB_CRU_16-31_0_0_all,4,x,x,
2015,EN,TBB_CRU_16-31_0_0_all,7D,x,x,
2015,EN,TBB_DEF_70-99_0_0_all,4,x,x,
2015,EN,TBB_DEF_70-99_0_0_all,7D,x,x,
2015,EN,TBB_DEF_>=120_0_0_all,4,x,x,
2015,GE,FPO_CRU_0_0_0_all,4,x,x,
2015,GE,FPO_CRU_0_0_0_all,6A,x,x,
2015,GE,GNS_DEF_120-219_0_0_all,3AN,x,x,
2015,GE,GNS_DEF_120-219_0_0_all,4,x,x,
2015,GE,GNS_DEF_>=220_0_0_all,4,x,x,
2015,GE,GNS_DEF_>=220_0_0_all,6A,x,x,
2015,GE,GNS_DEF_all_0_0_all,3AN,x,x,
2015,GE,GNS_DEF_all_0_0_all,4,x,x,
2015,GE,LLS_FIF_0_0_0_all,4,x,x,
2015,GE,MIS_MIS_0_0_0_HC,4,x,x,
2015,GE,MIS_MIS_0_0_0_HC,6A,x,x,
2015,GE,OTB_CRU_16-31_0_0_all,4,x,x,
2015,GE,OTB_CRU_32-69_0_0_all,3AN,x,x,
2015,GE,OTB_CRU_70-99_0_0_all,4,x,x,
2015,GE,OTB_CRU_90-119_0_0_all,3AN,x,x,
2015,GE,OTB_DEF_70-99_0_0_all,4,x,x,
2015,GE,OTB_DEF_>=120_0_0_all,3AN,x,x,
2015,GE,OTB_DEF_>=120_0_0_all,4,x,x,
2015,GE,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2015,GE,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2015,GE,OTB_SPF_32-69_0_0_all,4,x,x,
2015,GE,OTB_SPF_32-69_0_0_all,7D,x,x,
2015,GE,OTM_SPF_32-69_0_0_all,6A,x,x,
2015,GE,SSC_DEF_>=120_0_0_all,3AN,x,x,
2015,GE,SSC_DEF_>=120_0_0_all,4,x,x,
2015,GE,SSC_DEF_>=120_0_0_all_FDF,3AN,x,x,
2015,GE,SSC_DEF_>=120_0_0_all_FDF,4,x,x,
2015,GE,TBB_CRU_16-31_0_0_all,4,x,x,
2015,GE,TBB_DEF_70-99_0_0_all,4,x,x,
2015,GE,TBB_DEF_>=120_0_0_all,4,x,x,
2015,GE,active,3AN,x,x,
2015,GE,passive,3AN,x,NA,
2015,NL,GND_DEF_10-30_0_0_all,4,x,x,
2015,NL,GND_DEF_120-219_0_0_all,4,x,NA,
2015,NL,HMD_MOL_<16_0_0_all,4,x,NA,
2015,NL,HMD_MOL_UND_0_0_all,4,x,NA,
2015,NL,MIS_MIS_0_0_0_HC,4,x,x,
2015,NL,OTB_DEF_100-119_0_0_all,3AN,x,x,
2015,NL,OTB_DEF_100-119_0_0_all,4,x,x,
2015,NL,OTB_DEF_16-31_0_0_all,4,x,x,
2015,NL,OTB_DEF_70-99_0_0_all,3AN,x,x,
2015,NL,OTB_DEF_70-99_0_0_all,4,x,x,
2015,NL,OTB_DEF_90-119_0_0_all,3AN,x,x,
2015,NL,OTB_DEF_90-119_0_0_all,4,x,x,
2015,NL,OTB_DEF_>=120_0_0_all,3AN,x,x,
2015,NL,OTB_DEF_>=120_0_0_all,4,x,x,
2015,NL,OTB_MCD_>=55_0_0,4,NA,x,MIS_MIS_0_0_0_HC
2015,NL,OTM_SPF_32-69_0_0_all,3AN,x,x,
2015,NL,OTM_SPF_32-69_0_0_all,4,x,x,
2015,NL,OTM_SPF_32-69_0_0_all,6A,x,x,
2015,NL,OTM_SPF_32-69_0_0_all,7D,x,x,
2015,NL,SSC_DEF_all_0_0_all,3AN,x,x,
2015,NL,SSC_DEF_all_0_0_all,4,x,x,
2015,NL,SSC_DEF_all_0_0_all,7D,x,x,
2015,NL,TBB_CRU_16-31_0_0_all,3AN,x,x,
2015,NL,TBB_CRU_16-31_0_0_all,4,x,x,
2015,NL,TBB_DEF_100-119_0_0_all,4,x,x,
2015,NL,TBB_DEF_16-31_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2015,NL,TBB_DEF_70-89_0_0_all,3AN,x,x,
2015,NL,TBB_DEF_70-99_0_0_all,4,x,x,
2015,NL,TBB_DEF_90-119_0_0_all,3AN,x,x,
2015,NL,TBB_DEF_90-119_0_0_all,4,x,x,
2015,NL,TBB_DEF_>=120_0_0_all,3AN,x,x,
2015,NL,TBB_DEF_>=120_0_0_all,4,x,x,
2015,NL,TBB_MCD_70-99_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2015,SC,FPO_CRU_0_0_0_all,4,x,x,
2015,SC,FPO_CRU_0_0_0_all,6A,x,x,
2015,SC,GNS_DEF_all_0_0_all,4,x,x,
2015,SC,GNS_DEF_all_0_0_all,6A,x,x,
2015,SC,LLS_FIF_0_0_0_all,4,x,x,
2015,SC,LLS_FIF_0_0_0_all,6A,x,x,
2015,SC,MIS_MIS_0_0_0_HC,4,x,x,
2015,SC,MIS_MIS_0_0_0_HC,6A,x,x,
2015,SC,OTB_CRU_16-31_0_0_all,4,x,x,
2015,SC,OTB_CRU_16-31_0_0_all,6A,x,x,
2015,SC,OTB_CRU_70-99_0_0_all,4,x,x,
2015,SC,OTB_CRU_70-99_0_0_all,6A,x,x,
2015,SC,OTB_DEF_>=120_0_0_all,4,x,x,
2015,SC,OTB_DEF_>=120_0_0_all,6A,x,x,
2015,SC,OTB_DEF_>=120_0_0_all,7D,x,NA,
2015,SC,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2015,SC,TBB_DEF_70-99_0_0_all,4,x,x,
2015,SC,TBB_DEF_>=120_0_0_all,4,x,x,
2016,BE,GNS_DEF_all_0_0_all,4,x,x,
2016,BE,GTR_DEF_all_0_0_all,4,x,x,
2016,BE,MIS_MIS_0_0_0_HC,4,x,x,
2016,BE,MIS_MIS_0_0_0_HC,7D,x,x,
2016,BE,OTB_CRU_16-31_0_0_all,4,x,x,
2016,BE,OTB_CRU_70-99_0_0_all,4,x,x,
2016,BE,OTB_CRU_70-99_0_0_all,7D,x,x,
2016,BE,OTB_DEF_100-119_0_0_all,4,x,x,
2016,BE,OTB_DEF_>=120_0_0_all,4,x,x,
2016,BE,SSC_DEF_100-119_0_0_all,4,x,x,
2016,BE,SSC_DEF_100-119_0_0_all,7D,x,x,
2016,BE,SSC_DEF_70-99_0_0_all,4,x,x,
2016,BE,SSC_DEF_70-99_0_0_all,7D,x,x,
2016,BE,TBB_CRU_16-31_0_0_all,4,x,x,
2016,BE,TBB_DEF_100-119_0_0_all,4,x,x,
2016,BE,TBB_DEF_70-99_0_0_all,4,x,x,
2016,BE,TBB_DEF_70-99_0_0_all,7D,x,x,
2016,BE,TBB_DEF_>=120_0_0_all,4,x,x,
2016,DK,FPO_CRU_>0_0_0_all,4,x,x,
2016,DK,GNS_DEF_100-119_0_0_all,3AN,x,x,
2016,DK,GNS_DEF_100-119_0_0_all,4,x,x,
2016,DK,GNS_DEF_120-219_0_0_all,3AN,x,x,
2016,DK,GNS_DEF_120-219_0_0_all,4,x,x,
2016,DK,GNS_DEF_120-219_0_0_all_FDF,3AN,x,x,
2016,DK,GNS_DEF_>=220_0_0_all,3AN,x,x,
2016,DK,GNS_DEF_>=220_0_0_all,4,x,x,
2016,DK,LLS_FIF_0_0_0_all,3AN,x,x,
2016,DK,MIS_MIS_0_0_0_HC,3AN,x,x,
2016,DK,MIS_MIS_0_0_0_HC,4,x,x,
2016,DK,MIS_MIS_0_0_0_HC,6A,x,NA,
2016,DK,MIS_MIS_0_0_0_IBC,3AN,x,x,
2016,DK,MIS_MIS_0_0_0_IBC,4,x,x,
2016,DK,OTB_CRU_16-31_0_0_all,4,NA,x,OTB_CRU_16-31_0_0_all_FDF
2016,DK,OTB_CRU_16-31_0_0_all_FDF,4,x,NA,
2016,DK,OTB_CRU_32-69_0_0_all,3AN,x,x,
2016,DK,OTB_CRU_32-69_0_0_all,4,x,x,
2016,DK,OTB_CRU_70-99_0_0_all,4,x,x,
2016,DK,OTB_CRU_90-119_0_0_all,3AN,x,x,
2016,DK,OTB_CRU_90-119_0_0_all_FDF,3AN,x,x,
2016,DK,OTB_DEF_>=120_0_0_all,3AN,x,x,
2016,DK,OTB_DEF_>=120_0_0_all,4,x,x,
2016,DK,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2016,DK,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2016,DK,OTB_SPF_32-69_0_0_all,3AN,x,x,
2016,DK,OTB_SPF_32-69_0_0_all,4,x,x,
2016,DK,OTB_SPF_32-69_0_0_all,6A,x,x,
2016,DK,OTB_SPF_32-69_0_0_all,7D,x,x,
2016,DK,SDN_DEF_>=120_0_0_all,3AN,x,x,
2016,DK,SDN_DEF_>=120_0_0_all,4,x,x,
2016,DK,SDN_DEF_>=120_0_0_all_FDF,4,x,x,
2016,DK,SSC_DEF_>=120_0_0_all,3AN,x,x,
2016,DK,SSC_DEF_>=120_0_0_all,4,x,x,
2016,DK,SSC_DEF_>=120_0_0_all_FDF,3AN,x,x,
2016,DK,SSC_DEF_>=120_0_0_all_FDF,4,x,x,
2016,DK,TBB_CRU_16-31_0_0_all,4,x,x,
2016,DK,TBB_DEF_90-99_0_0_all,3AN,x,x,
2016,DK,TBB_DEF_>=120_0_0_all,3AN,x,x,
2016,DK,TBB_DEF_>=120_0_0_all,4,x,x,
2016,EN,FPO_CRU_0_0_0_all,4,x,x,
2016,EN,FPO_CRU_0_0_0_all,7D,x,x,
2016,EN,GNS_DEF_all_0_0_all,4,x,x,
2016,EN,GNS_DEF_all_0_0_all,7D,x,x,
2016,EN,GTR_DEF_all_0_0_all,4,x,x,
2016,EN,GTR_DEF_all_0_0_all,7D,x,x,
